#name, A, B, C, D, E, F, G, H, I, J
NODE_0000130, 1.7644201328435103e-06, 8.168580615438568e-06, 0.0005744884480388837, 1.657671101935061e-06, 1.009980002799739e-05, 7.310787621804206e-07, 6.37919431156342e-07, 3.615644306978614e-06, 0.5436388722867939, 0.4557599641507888
GCA_009670865.1_ASM967086v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000131, 2.166345175720069e-06, 1.1504971828347763e-05, 0.00129273331796401, 1.919903926171135e-06, 1.2445942231105356e-05, 9.10938035156994e-07, 8.240366108001162e-07, 0.00010441526590527323, 0.5763170144348352, 0.4222560648434882
NODE_0000132, 7.133928899305544e-05, 0.00021604593648643635, 0.0058579464352775095, 6.65886349960408e-05, 0.00022826140984105622, 3.87216775636698e-05, 3.712416499938817e-05, 0.014200000629682455, 0.7959460529357049, 0.18333791888645554
GCA_009667885.1_ASM966788v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000133, 2.6628384971210587e-06, 1.6669064385243037e-05, 0.001723325721172832, 1.7632120257656433e-06, 1.6304485196921166e-05, 8.68860626354833e-07, 7.242664040422521e-07, 0.00010908545529136871, 0.975851299093386, 0.02227729700301437
GCA_009670725.1_ASM967072v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_009670815.1_ASM967081v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000134, 1.5537592489352699e-06, 7.236493958227501e-06, 0.0005595205784910983, 1.4424745883282925e-06, 8.96490804117844e-06, 6.349672440633186e-07, 5.524357178349697e-07, 2.8400445903575518e-06, 0.45795504019080646, 0.5414622141473134
GCA_009670325.1_ASM967032v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999
NODE_0000135, 1.257475632089558e-06, 7.797043839632372e-06, 0.0009726789623282521, 9.887049084982574e-07, 8.356921962473799e-06, 4.379953678634646e-07, 3.6925329873991303e-07, 8.105022491745895e-07, 0.6920950226888064, 0.3069122804516068
NODE_0000136, 1.190086520133262e-06, 8.079790270565425e-06, 0.001088316213869425, 8.920906142939897e-07, 8.305084083204864e-06, 3.9510002603807723e-07, 3.307248366359784e-07, 7.22487429642516e-07, 0.7758789470826094, 0.22301282133974065
NODE_0000137, 2.1981214307551775e-06, 1.0387340522767355e-05, 0.0006673963125921514, 1.9561994288893694e-06, 1.2737011082258287e-05, 8.678372153763243e-07, 7.450767465849432e-07, 1.5484368211196537e-06, 0.6997443022781303, 0.2995578613860298
GCA_009669705.1_ASM966970v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_009670995.1_ASM967099v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000138, 1.2827038898449264e-06, 9.366326916655586e-06, 0.0012338676468574299, 8.452491203983754e-07, 9.243432116793502e-06, 3.8133426994619437e-07, 3.082156686007808e-07, 7.082932562595365e-07, 0.9685411473402713, 0.030202849457632866
GCA_009669765.1_ASM966976v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000139, 9.510448584140822e-07, 8.520287147472183e-06, 0.001300477894843718, 5.003536747136753e-07, 7.697800164801355e-06, 2.2914072316487735e-07, 1.752864001192051e-07, 4.4051092695304133e-07, 0.9935442541109868, 0.005136753570273827
GCA_009670705.1_ASM967070v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000140, 8.89592926756597e-07, 8.179791356587235e-06, 0.0011654165324388602, 4.4441391645252186e-07, 7.277625931937494e-06, 2.0521006228855184e-07, 1.5472763343683133e-07, 3.967689417362467e-07, 0.9971011051172748, 0.0017159302195170222
GCA_009670005.1_ASM967000v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_009670465.1_ASM967046v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000141, 1.0534928522924649e-06, 7.713947168828748e-06, 0.0011453504315286113, 7.284132839151017e-07, 7.6470445904944e-06, 3.247602159385977e-07, 2.669203589268067e-07, 6.004871194744799e-07, 0.7773261677010227, 0.2215101468018588
NODE_0000142, 1.1815205330978443e-06, 8.417555586799542e-06, 0.001171314810263416, 8.400276317961839e-07, 8.4607722321354e-06, 3.7371597920303185e-07, 3.0896448459517876e-07, 6.882379620434653e-07, 0.8337846294686242, 0.1650237849267027
NODE_0000143, 2.31406671485238e-06, 1.1037795500637556e-05, 0.0007143479712332381, 2.032258095362091e-06, 1.347720178027628e-05, 9.027453475709978e-07, 7.7226015668239e-07, 1.6139618354183477e-06, 0.7473993693026578, 0.2518541324366781
GCA_009670575.1_ASM967057v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_009670715.1_ASM967071v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000144, 1.169341768956496e-06, 8.913624569413157e-06, 0.0011037258020618315, 7.32162006814208e-07, 8.597096331309543e-06, 3.325021010996697e-07, 2.655794291850154e-07, 6.207379670258103e-07, 0.978770619786568, 0.020105023367196415
GCA_009670625.1_ASM967062v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
GCA_009670775.1_ASM967077v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
NODE_0000145, 1.3422995360160058e-06, 8.441688771263405e-06, 0.00095483099691702, 1.0431257882098128e-06, 8.941736356251258e-06, 4.640517529671987e-07, 3.905018890880015e-07, 8.418208430795964e-07, 0.7891988769348623, 0.20982482684328368
GCA_009670485.1_ASM967048v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000146, 1.8379136940504977e-06, 8.688194508008508e-06, 0.0006113601781161795, 1.6604195069856667e-06, 1.0691083734888636e-05, 7.330976616112756e-07, 6.322719748387845e-07, 1.307866547543339e-06, 0.5679552263281347, 0.4314078626461213
GCA_009669875.1_ASM966987v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999
NODE_0000147, 1.2207367642081115e-06, 7.496698946263855e-06, 0.0008291824224989342, 9.970554098996484e-07, 8.02981778451849e-06, 4.410034700170422e-07, 3.7624188717066523e-07, 7.941507267936726e-07, 0.6965895507644078, 0.3025619111081046
GCA_009669905.1_ASM966990v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000148, 1.3014594229742507e-06, 7.476123442118136e-06, 0.0007987377961412822, 1.0793893412761206e-06, 8.320652791203127e-06, 4.769705044659071e-07, 4.0624777410955863e-07, 8.601146229263294e-07, 0.622422692779354, 0.37675864846660556
NODE_0000149, 1.2389390583085126e-06, 7.987399613842197e-06, 0.0009170650987082734, 9.607623102013667e-07, 8.368945547175486e-06, 4.2646592138623e-07, 3.593665409201138e-07, 7.740828700339322e-07, 0.7659601166419668, 0.2331027022974631
GCA_009670105.1_ASM967010v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000150, 1.883025606566256e-06, 9.566492426396057e-06, 0.0007330961666723908, 1.6338291302012736e-06, 1.1291649861271889e-05, 7.245208768008524e-07, 6.200425036793664e-07, 1.3131354018428323e-06, 0.7164681895702585, 0.2827716815672624
GCA_009669925.1_ASM966992v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000151, 8.482595373575498e-07, 3.281273859257094e-06, 0.0001959847485826678, 9.595928325066614e-07, 4.436808086993729e-06, 4.1643683350534117e-07, 3.7947532939155935e-07, 2.663810062063478e-06, 0.18452737271424915, 0.8152636568806271
GCA_009670345.1_ASM967034v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000152, 1.610248573556626e-06, 5.475973806034838e-06, 0.00029125780874532717, 1.9225333636258123e-06, 7.352542287549181e-06, 9.016126796932624e-07, 8.650934533596288e-07, 9.864805802002996e-05, 0.18087075404843805, 0.8187212120806326
GCA_009670545.1_ASM967054v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000153, 9.197478703737127e-05, 0.00021751942131543122, 0.003572397068712291, 9.955667964211224e-05, 0.00025939957305819107, 5.76473545172569e-05, 5.6765799103206894e-05, 0.02070135651263505, 0.6496289606574035, 0.3253144221465756
GCA_009669545.1_ASM966954v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_009669835.1_ASM966983v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000154, 1.191088611653878e-06, 5.362592945233398e-06, 0.00036595937930699555, 1.1500180865066313e-06, 6.7461570416905015e-06, 5.044591051641046e-07, 4.428000505534925e-07, 8.911404184644995e-07, 0.34088709359484026, 0.6587306587695934
GCA_009669805.1_ASM966980v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000155, 1.107360646521866e-06, 5.371068071332794e-06, 0.0004633063179816361, 1.1141728031599668e-06, 6.405729621566983e-06, 4.830203232199018e-07, 4.29932681697337e-07, 8.45252449047898e-07, 0.42206223651796804, 0.5774587006274539
GCA_009670835.1_ASM967083v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000156, 6.094957339458818e-07, 3.3493961301187496e-06, 0.0003692577886839641, 1.3291327379824748e-06, 3.7955488554811513e-06, 2.4619634062530776e-07, 2.1652010059420857e-07, 4.36371565548089e-07, 0.27369075996699144, 0.7259299995828602
NODE_0000157, 1.1763486700871968e-06, 4.686506689524067e-06, 0.0002602631576118032, 1.2957566410239586e-06, 6.189263067172089e-06, 5.583035750432936e-07, 5.036229782001343e-07, 9.661656303483006e-07, 0.2864509362901395, 0.7132734245849972
GCA_009667985.1_ASM966798v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_009670765.1_ASM967076v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000158, 1.130963478116294e-06, 4.879596002026412e-06, 0.0003882217703768367, 7.505675087800206e-05, 5.63109426957497e-06, 5.195028090133513e-07, 4.741354837176106e-07, 8.601822873050594e-07, 0.20382745642229885, 0.7956957695821165
NODE_0000159, 2.44083409678204e-05, 4.8047967041272664e-05, 0.00078144947332382, 0.007750051933092771, 6.26836010130277e-05, 1.80878228306759e-05, 1.864456673984485e-05, 2.5273687731267724e-05, 0.1208021644916218, 0.8704691881156377
GCA_009669845.1_ASM966984v1_genomic, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009670395.1_ASM967039v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999
NODE_0000160, 9.936494734309906e-07, 4.179439541957908e-06, 0.000311604727627468, 2.4942355711842014e-06, 5.323650740363072e-06, 4.78664459341465e-07, 4.3516803085194886e-07, 8.249874074176855e-07, 0.28742248719973745, 0.7122511782774106
GCA_009669665.1_ASM966966v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000161, 4.3589168661304925e-07, 2.1091150862324167e-06, 0.00018966366258955412, 4.5490225691934977e-07, 2.5441577772253177e-06, 1.9314572275134737e-07, 1.7332067413199092e-07, 3.379834664872741e-07, 0.15793581429846715, 0.8418682735222729
NODE_0000162, 9.396089136380014e-07, 3.3669410284298816e-06, 0.0001651757231499639, 1.1182790434068656e-06, 4.670813698337463e-06, 4.864507457691319e-07, 4.475251801169572e-07, 8.309541806968295e-07, 0.191175011640496, 0.8086479520635635
GCA_000323365.1_ASM32336v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_009670415.1_ASM967041v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000163, 3.776843803125645e-07, 1.5246504505487327e-06, 9.746995297475553e-05, 4.193607550825059e-07, 2.0053750179311694e-06, 1.8221659909928224e-07, 1.6602846130600634e-07, 3.1459101231005517e-07, 0.09163615753114497, 0.9082613826092039
GCA_009670205.1_ASM967020v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000164, 6.356532447341945e-07, 2.9903053228611903e-06, 0.00025346411579148866, 6.437760333389982e-07, 3.6620245128458944e-06, 2.7992898397647447e-07, 2.498781892924242e-07, 4.908212619218251e-07, 0.21431295972484654, 0.7854246237718131
NODE_0000165, 1.0575010935910641e-06, 4.0181595671517785e-06, 0.00020937064723119223, 1.1983969598837509e-06, 5.430415069878019e-06, 5.225588506500242e-07, 4.7576731329456606e-07, 8.990806922333383e-07, 0.237560649028234, 0.7622163784449882
GCA_009667935.1_ASM966793v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_009669605.1_ASM966960v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000166, 1.1936846197898217e-06, 5.9518682571809585e-06, 0.0005502726614648773, 1.140829813311673e-06, 7.081161010202547e-06, 4.985253493977748e-07, 4.387378664671194e-07, 8.813854727567273e-07, 0.447980389285292, 0.551452151860854
NODE_0000167, 1.5397457707532243e-06, 6.695137295768079e-06, 0.00039543714922228373, 1.5233749115654934e-06, 8.530067137911856e-06, 6.694851664988766e-07, 5.905392095614089e-07, 1.1758963775305003e-06, 0.42983888600037073, 0.5697449526045374
GCA_009667945.1_ASM966794v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_009670605.1_ASM967060v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000168, 1.812900118241138e-06, 1.0713942081598061e-05, 0.0011606448918960732, 1.4126062692443008e-06, 1.1761266908174946e-05, 6.291459842701239e-07, 5.261682854242934e-07, 1.1450666874787308e-06, 0.9002285914284852, 0.09858276258328427
NODE_0000169, 1.0607081830235814e-06, 8.66034092584941e-06, 0.001121801963253526, 6.181644956650194e-07, 8.12960506022404e-06, 2.8156012288219716e-07, 2.209689974039315e-07, 5.31952236220812e-07, 0.9863952152396425, 0.012463479497082824
GCA_009670585.1_ASM967058v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_009670785.1_ASM967078v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000170, 1.0707466646571767e-06, 8.73913384821278e-06, 0.0012736722738607028, 6.38793318400121e-07, 8.239226365489782e-06, 2.8899935072068346e-07, 2.2853280179796218e-07, 5.454353310338383e-07, 0.9642361105894544, 0.034470466269004636
GCA_009670675.1_ASM967067v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
NODE_0000171, 1.1580882713196464e-06, 9.12725669069236e-06, 0.0013715430790085864, 7.238384374684712e-07, 8.792641311578595e-06, 3.2508005493574735e-07, 2.597787656305272e-07, 6.111455812852017e-07, 0.953086273649742, 0.04552118544213642
NODE_0000172, 2.553102424426809e-06, 1.2379129229778982e-05, 0.00081369605466539, 2.1891199916759735e-06, 1.5003332812422319e-05, 9.747078291460292e-07, 8.283182595794381e-07, 1.7490819273897064e-06, 0.8456041962821508, 0.15354643087070932
GCA_009669555.1_ASM966955v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_009669955.1_ASM966995v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000173, 9.904318608238522e-07, 8.592412457665703e-06, 0.0013122882318268502, 5.461824924313158e-07, 7.871286645729993e-06, 2.490374872718779e-07, 1.9303945898101657e-07, 4.752691974655752e-07, 0.9838348194085277, 0.014833974700045148
GCA_009669565.1_ASM966956v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000174, 1.122908961165272e-06, 8.970552197278456e-06, 0.0012313712274295474, 6.804785883598974e-07, 8.555250229890116e-06, 3.0753266951979966e-07, 2.437000640959955e-07, 5.794534160229267e-07, 0.974790578948295, 0.023957589948149043
GCA_009670225.1_ASM967022v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
NODE_0000175, 2.454634132075694e-06, 1.2262532171869555e-05, 0.0008532979701923821, 2.071192503869939e-06, 1.4639318576070934e-05, 9.226394522274989e-07, 7.814607921806552e-07, 1.659411110090521e-06, 0.873043120208756, 0.12606879063231324
GCA_009670235.1_ASM967023v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000176, 6.220290229019042e-07, 1.8233057172545153e-06, 7.362653768574164e-05, 8.553700012638806e-07, 2.8055146271247958e-06, 3.679461349789985e-07, 3.481210889206802e-07, 6.183046219434503e-07, 0.08359043947393387, 0.916328493397166
NODE_0000177, 7.028386714764804e-08, 1.583016404105523e-07, 4.1288794260727755e-06, 1.2183613861850645e-07, 2.771959714383164e-07, 5.154478902445822e-08, 5.149637203705533e-08, 8.376673015147978e-08, 0.005635510092507133, 0.9943595466025581
GCA_009670285.1_ASM967028v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999
GCA_009670305.1_ASM967030v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999
NODE_0000178, 1.7035783139376552e-07, 6.023120090929735e-07, 3.150324059622735e-05, 2.1956611695745978e-07, 8.494273342793403e-07, 9.387929956785363e-08, 8.846934741584095e-08, 1.5911696529204975e-07, 0.03299823017813089, 0.966968083452369
GCA_009667925.1_ASM966792v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000179, 6.825830092391706e-07, 1.9381809276163625e-06, 6.573814729597635e-05, 9.453293914201551e-07, 3.018937513260791e-06, 4.082526519802165e-07, 3.8646478412070164e-07, 6.836717889397728e-07, 0.08836807139221889, 0.9115581270404186
GCA_009669725.1_ASM966972v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_009670185.1_ASM967018v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
NODE_0000180, 3.0330410715772598e-06, 1.405363806818356e-05, 0.31719479305075354, 2.6103923777287895e-06, 1.4711200775903658e-05, 9.041228726475481e-07, 8.184043059145445e-07, 1.9878152292037266e-06, 0.6781465930822411, 0.004620495252304219
NODE_0000181, 6.637982677844578e-07, 1.7562365363488547e-06, 0.9615370204210923, 8.051007457614411e-07, 9.56680645882206e-07, 2.2151425406617482e-07, 2.2703958453622273e-07, 5.538464512149383e-07, 0.038401909404103755, 5.5885958318345114e-05
SAMEA1061800, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000182, 7.00690744226287e-08, 1.491945473594995e-07, 0.9972799582781637, 1.0390034458331407e-07, 7.425804609726074e-08, 2.4914266698177597e-08, 2.7420425409980152e-08, 6.691056756195915e-08, 0.002717171300097594, 2.3537544665116698e-06
NODE_0000183, 3.545789548520571e-08, 5.388257579342949e-08, 0.9994059704510041, 6.335875133939585e-08, 2.3182019386637475e-08, 1.3768513234955506e-08, 1.6158800776590675e-08, 3.8866206329207704e-08, 0.0005933925053523339, 3.923688811628549e-07
SAMEA5661365, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000184, 3.297786658608533e-08, 4.7219723745606426e-08, 0.9995483244722804, 6.037282063251762e-08, 1.9662579448821752e-08, 1.2970967317846007e-08, 1.5348289054935214e-08, 3.682809360357437e-08, 0.00045117720156875825, 2.729458103128773e-07
SAMEA5661363, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
SAMEA5661364, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000185, 3.551093893255541e-08, 5.4034558036590584e-08, 0.9994022665756697, 6.342012197961382e-08, 2.3264968336779327e-08, 1.3785373111366966e-08, 1.6175736623241834e-08, 3.890865150091603e-08, 0.0005970926203664854, 3.9570361534928024e-07
SAMEA5661384, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000186, 3.4009658451421466e-08, 4.985173960400112e-08, 0.9994939070366038, 6.173990431077319e-08, 2.10196876184231e-08, 1.3298856416487942e-08, 1.5687828809412236e-08, 3.771662767992875e-08, 0.0005055418153286743, 3.1782376475465174e-07
NODE_0000187, 3.338166114594026e-08, 4.8222908491537664e-08, 0.9995282644204853, 6.092584888376447e-08, 2.0173058663471676e-08, 1.3099061355068065e-08, 1.548192228977832e-08, 3.718203652257228e-08, 0.0004712179140816282, 2.891989356517473e-07
SAMEA5661385, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000188, 3.286432582408079e-08, 4.691367130619608e-08, 0.9995547437478609, 6.023921333280755e-08, 1.9500948387251675e-08, 1.2934280316529858e-08, 1.5311140860554166e-08, 3.673569323808071e-08, 0.000444764075137362, 2.6767772854433327e-07
SAMEA5661367, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
SAMEA5661372, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000189, 3.340495941136583e-08, 4.828628086337414e-08, 0.9995268977186164, 6.095341976848525e-08, 2.020666167324178e-08, 1.310654502724442e-08, 1.5489495214342603e-08, 3.72009949501475e-08, 0.0004725832938259932, 2.9033920066067665e-07
SAMEA4354665, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000190, 3.335054973770615e-08, 4.8138311424107955e-08, 0.9995300866886784, 6.088912202181428e-08, 2.0128180148386965e-08, 1.3089053155103149e-08, 1.5471795919951524e-08, 3.71567355499716e-08, 0.00046939740931667266, 2.8767825712577097e-07
SAMEA5661389, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000191, 3.286263357105194e-08, 4.6909110139783785e-08, 0.9995548393993592, 6.023722113726605e-08, 1.9498539906627936e-08, 1.29337336175503e-08, 1.53105872789672e-08, 3.673431592701231e-08, 0.00044466851517789866, 2.6759932116315963e-07
SAMEA5661360, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
SAMEA5661390, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000192, 1.7540406896332208e-06, 1.1598630020874117e-05, 0.06482198727212886, 1.209236440531557e-06, 9.344057598866312e-06, 4.592817691473987e-07, 3.871483180781568e-07, 9.749000920461551e-07, 0.9312508812740282, 0.0039014041589135687
NODE_0000193, 2.4865288678512156e-06, 1.9485825677852073e-05, 0.0171337289439487, 1.505583563576788e-06, 1.728733689536848e-05, 6.457696036679264e-07, 5.212846085974884e-07, 1.2709867516896094e-06, 0.9695344894964207, 0.013288578243662138
NODE_0000194, 9.8026643034158e-05, 0.0003951697800428576, 0.016055443687844204, 6.659153480472851e-05, 0.00036085121339409664, 3.933232924597026e-05, 3.498282744580621e-05, 6.0716103757699345e-05, 0.967597959760219, 0.015290926120211552
GCA_002412245.1_Y.pestis_A-1691_genomic, 0.008639273485564898, 0.015867037722938918, 0.060901549378318716, 0.007601505115490941, 0.014925656849629569, 0.0058808042100659584, 0.006073026682733703, 0.007188144383291355, 0.8033677002283883, 0.06955530194357774
GCA_003074595.1_ASM307459v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000195, 1.513937939814784e-06, 1.0194050515569171e-05, 0.003034935713062707, 1.0879370353291578e-06, 1.0321830950614955e-05, 4.768829904066421e-07, 3.9411842818596254e-07, 8.90636413321468e-07, 0.9515109329279681, 0.045429251964695994
GCA_002412255.1_Y.pestis_A-1836_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000196, 2.219775991843561e-06, 1.0595138154862773e-05, 0.0009087382168742325, 1.9764091086921596e-06, 1.2946943591890715e-05, 8.71560839318242e-07, 7.489182822888195e-07, 1.561797588734458e-06, 0.6948766630763882, 0.30418367816318015
GCA_003074535.1_ASM307453v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000197, 1.2193843248225052e-06, 8.116920024502827e-06, 0.0009502876007793607, 9.219141705252037e-07, 8.4287217764779e-06, 4.0841024507058964e-07, 3.4198450387532345e-07, 7.454539044935645e-07, 0.788784923827143, 0.21024460578312784
GCA_015274715.1_ASM1527471v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000198, 2.2231357806994126e-06, 1.052697375443691e-05, 0.0006638581951567031, 1.972136738860429e-06, 1.2901904101657239e-05, 8.752694208856514e-07, 7.507283163225838e-07, 1.5622982154401586e-06, 0.7102464684313443, 0.2890588609271707
GCA_015274685.1_ASM1527468v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999
GCA_015274745.1_ASM1527474v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000199, 1.0945134616744175e-06, 9.196642991620286e-06, 0.022942536127250522, 6.187979167410853e-07, 7.901544139132718e-06, 2.6208035388612133e-07, 2.0648228623141354e-07, 5.287813598027461e-07, 0.9750168826486758, 0.0020207723815644863
NODE_0000200, 9.407682944519593e-07, 8.371600729354514e-06, 0.0037150856079286717, 4.870641508139659e-07, 7.3536587526109935e-06, 2.1893528538933618e-07, 1.672607831798734e-07, 4.2937881670301897e-07, 0.99491643009772, 0.0013505156275387966
