name,0.ANT,0.PE,0.PRE,1.ANT,1.IN,1.ORI,1.PRE,2.ANT,2.MED,3.ANT,4.ANT
GCA_009670715.1_ASM967071v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE144,0.9999999925002512,1.5719379285608153e-09,4.960385695673984e-10,4.797299382307292e-10,4.721082194088137e-10,5.137556245444018e-10,9.254585895138869e-10,6.401342108440068e-10,6.734617435518908e-10,8.635620319481244e-10,8.635620318678278e-10
GCA_009670625.1_ASM967062v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_009670775.1_ASM967077v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE145,0.999999992493027,1.5738116586176035e-09,4.964383494501842e-10,4.801166804595116e-10,4.724876070346015e-10,5.141650499459995e-10,9.26387610438325e-10,6.40699431926042e-10,6.740520551331066e-10,8.644072563569987e-10,8.644072562766449e-10
GCA_009670485.1_ASM967048v1_genomic,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE146,0.9999999924930341,1.573809427390543e-09,4.964380265725202e-10,4.801163681204575e-10,4.724873015964362e-10,5.1416472305522e-10,9.263866782938534e-10,6.406989325504618e-10,6.740515373533943e-10,8.644064292851695e-10,8.644064292048141e-10
GCA_009669875.1_ASM966987v1_genomic,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE147,0.9999999924930271,1.5738116533107088e-09,4.964383489273879e-10,4.801166799540257e-10,4.724876065418047e-10,5.141650494229333e-10,9.26387608569306e-10,6.406994310432936e-10,6.740520542243439e-10,8.6440725473934e-10,8.644072546589843e-10
GCA_009669905.1_ASM966990v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE148,0.999999992485803,1.5756853776269028e-09,4.968381273495169e-10,4.805034208645039e-10,4.728669928676521e-10,5.145744734314453e-10,9.273166271386756e-10,6.412646504997207e-10,6.746423640897362e-10,8.652524769230181e-10,8.652524768426057e-10
NODE149,0.999999992493027,1.5738116533075492e-09,4.964383489271753e-10,4.801166799538208e-10,4.724876065416056e-10,5.141650494227236e-10,9.263876085683683e-10,6.406994310429025e-10,6.740520542239444e-10,8.644072547385482e-10,8.644072546581928e-10
GCA_009670105.1_ASM967010v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE150,0.9999999924930341,1.5738094247292255e-09,4.964380263105904e-10,4.801163678672015e-10,4.724873013495384e-10,5.141647227931621e-10,9.263866773570059e-10,6.406989321081114e-10,6.740515368980151e-10,8.644064284743643e-10,8.644064283940089e-10
GCA_009669925.1_ASM966992v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE151,0.9999999924930341,1.5738094194349393e-09,4.964380257886404e-10,4.801163673625324e-10,4.724873008575365e-10,5.14164722270932e-10,9.263866754917296e-10,6.406989312269212e-10,6.740515359908452e-10,8.644064268598637e-10,8.644064267795098e-10
GCA_009670345.1_ASM967034v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE152,0.9999999924930413,1.573807193507957e-09,4.964377034325966e-10,4.801160555279029e-10,4.724869959111229e-10,5.141643959021087e-10,9.263857452139192e-10,6.406984327326541e-10,6.740510191183917e-10,8.644056014035198e-10,8.644056013231647e-10
GCA_009670545.1_ASM967054v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE153,0.9999999925002582,1.571935699983883e-09,4.960382469493199e-10,4.797296261428577e-10,4.721079142155012e-10,5.13755297913501e-10,9.254576583023383e-10,6.401337119081901e-10,6.734612262248312e-10,8.635612056834302e-10,8.635612056031335e-10
GCA_009669545.1_ASM966954v1_genomic,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_009669835.1_ASM966983v1_genomic,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE154,0.999999992493027,1.5738116559594189e-09,4.964383491884684e-10,4.80116680206462e-10,4.724876067879058e-10,5.141650496841525e-10,9.263876095024085e-10,6.406994314840829e-10,6.74052054678128e-10,8.644072555469828e-10,8.644072554666275e-10
GCA_009669805.1_ASM966980v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE155,0.999999992493027,1.5738116559594226e-09,4.964383491884686e-10,4.801166802064612e-10,4.724876067879047e-10,5.14165049684152e-10,9.263876095024101e-10,6.406994314840817e-10,6.740520546781273e-10,8.644072555469836e-10,8.644072554666267e-10
GCA_009670835.1_ASM967083v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE156,0.999999992485803,1.5756853776295209e-09,4.968381273489789e-10,4.805034208640585e-10,4.728669928672072e-10,5.145744734309659e-10,9.273166271391188e-10,6.412646504994571e-10,6.746423640894302e-10,8.652524769232136e-10,8.652524768427995e-10
NODE157,0.9999999925002511,1.5719379312032315e-09,4.960385698280558e-10,4.797299384827567e-10,4.721082196545163e-10,5.137556248052029e-10,9.2545859044512e-10,6.401342112840168e-10,6.734617440048775e-10,8.635620327541888e-10,8.635620326738919e-10
GCA_009667985.1_ASM966798v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_009670765.1_ASM967076v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE158,0.999999992485803,1.575685380275094e-09,4.968381276098454e-10,4.805034211162879e-10,4.728669931131064e-10,5.145744736919733e-10,9.273166280712875e-10,6.412646509398539e-10,6.74642364542814e-10,8.652524777300662e-10,8.652524776496523e-10
NODE159,0.9999999925002511,1.5719379312063703e-09,4.960385698282676e-10,4.797299384829611e-10,4.721082196547151e-10,5.137556248054122e-10,9.25458590446053e-10,6.401342112844059e-10,6.734617440052754e-10,8.635620327549764e-10,8.635620326746799e-10
GCA_009669845.1_ASM966984v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_009670395.1_ASM967039v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE160,0.99999999249302,1.573813881889038e-09,4.964386715439705e-10,4.801169920406429e-10,4.724879117338704e-10,5.141653760524939e-10,9.263885397806674e-10,6.406999299780844e-10,6.740525715502726e-10,8.64408081003522e-10,8.644080809231681e-10
GCA_009669665.1_ASM966966v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE161,0.9999999924858101,1.5756831517048265e-09,4.968378049953875e-10,4.80503109031533e-10,4.728666879228784e-10,5.145741470643766e-10,9.27315696862918e-10,6.41264152007255e-10,6.746418472192061e-10,8.652516514687634e-10,8.652516513883495e-10
NODE162,0.9999999925002512,1.5719379285608086e-09,4.960385695673987e-10,4.797299382307294e-10,4.721082194088139e-10,5.13755624544402e-10,9.254585895138854e-10,6.401342108440067e-10,6.734617435518907e-10,8.635620319481235e-10,8.635620318678269e-10
GCA_000323365.1_ASM32336v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_009670415.1_ASM967041v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE163,0.9999999924930201,1.5738138818921935e-09,4.964386715441839e-10,4.801169920408485e-10,4.724879117340699e-10,5.141653760527029e-10,9.263885397816049e-10,6.406999299784746e-10,6.740525715506716e-10,8.644080810043147e-10,8.64408080923959e-10
GCA_009670205.1_ASM967020v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE164,0.9999999924858031,1.5756853829301222e-09,4.968381278713485e-10,4.805034213691308e-10,4.728669933596025e-10,5.1457447395361e-10,9.273166290062658e-10,6.412646513814226e-10,6.746423649973931e-10,8.652524785392909e-10,8.652524784588772e-10
NODE165,0.999999992500251,1.5719379312095198e-09,4.960385698284799e-10,4.797299384831661e-10,4.721082196549143e-10,5.137556248056219e-10,9.254585904469888e-10,6.40134211284796e-10,6.734617440056742e-10,8.635620327557668e-10,8.6356203267547e-10
GCA_009667935.1_ASM966793v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_009669605.1_ASM966960v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE166,0.999999992485796,1.5756876088611223e-09,4.968384502253635e-10,4.805037332020668e-10,4.728672983043287e-10,5.145748003206178e-10,9.273175592843386e-10,6.41265149874404e-10,6.746428818684145e-10,8.65253303995324e-10,8.652533039149099e-10
NODE167,0.9999999925002511,1.57193793385195e-09,4.960385700891375e-10,4.797299387351937e-10,4.721082199006174e-10,5.137556250664233e-10,9.254585913782259e-10,6.401342117248069e-10,6.734617444586619e-10,8.635620335618336e-10,8.63562033481537e-10
GCA_009667945.1_ASM966794v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_009670605.1_ASM967060v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE168,0.999999992485803,1.5756853829301172e-09,4.968381278713466e-10,4.805034213691309e-10,4.728669933596028e-10,5.145744739536097e-10,9.273166290062649e-10,6.412646513814221e-10,6.746423649973935e-10,8.652524785392893e-10,8.652524784588753e-10
NODE169,0.999999992500251,1.5719379312095198e-09,4.960385698284799e-10,4.797299384831661e-10,4.721082196549143e-10,5.137556248056219e-10,9.254585904469888e-10,6.40134211284796e-10,6.734617440056742e-10,8.635620327557668e-10,8.6356203267547e-10
GCA_009670585.1_ASM967058v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_009670785.1_ASM967078v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE170,0.99999999249302,1.573813881889036e-09,4.964386715439703e-10,4.801169920406425e-10,4.724879117338702e-10,5.141653760524929e-10,9.263885397806659e-10,6.406999299780824e-10,6.740525715502731e-10,8.644080810035221e-10,8.64408080923167e-10
GCA_009670675.1_ASM967067v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE171,0.9999999924858102,1.5756831490498061e-09,4.96837804733884e-10,4.805031087786875e-10,4.728666876763814e-10,5.145741468027398e-10,9.273156959279437e-10,6.41264151565687e-10,6.746418467646276e-10,8.652516506595392e-10,8.652516505791254e-10
NODE172,0.9999999925002511,1.5719379285576581e-09,4.960385695671863e-10,4.797299382305245e-10,4.721082194086145e-10,5.137556245441922e-10,9.254585895129493e-10,6.401342108436164e-10,6.734617435514915e-10,8.635620319473331e-10,8.635620318670365e-10
GCA_009669555.1_ASM966955v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_009669955.1_ASM966995v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE173,0.999999992493027,1.5738116506619772e-09,4.964383486663076e-10,4.801166797015896e-10,4.724876062957046e-10,5.141650491617136e-10,9.263876076361977e-10,6.406994306025038e-10,6.740520537705597e-10,8.64407253931693e-10,8.644072538513375e-10
GCA_009669565.1_ASM966956v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE174,0.9999999924930342,1.5738094273779383e-09,4.964380265716709e-10,4.801163681196371e-10,4.724873015956387e-10,5.141647230543815e-10,9.263866782901115e-10,6.406989325489008e-10,6.74051537351799e-10,8.644064292820092e-10,8.644064292016526e-10
GCA_009670225.1_ASM967022v1_genomic,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE175,0.9999999924930271,1.5738116506556733e-09,4.964383486658831e-10,4.801166797011791e-10,4.724876062953064e-10,5.141650491612938e-10,9.263876076343253e-10,6.406994306017227e-10,6.740520537697614e-10,8.644072539301131e-10,8.64407253849756e-10
GCA_009670235.1_ASM967023v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE176,0.9999999924858102,1.5756831437429092e-09,4.968378042110886e-10,4.805031082732026e-10,4.728666871835851e-10,5.145741462796734e-10,9.27315694058923e-10,6.412641506829392e-10,6.746418458558637e-10,8.652516490418789e-10,8.65251648961465e-10
NODE177,0.9999999925002511,1.5719379285513618e-09,4.960385695667621e-10,4.797299382301147e-10,4.721082194082162e-10,5.137556245437728e-10,9.254585895110787e-10,6.401342108428363e-10,6.734617435506943e-10,8.635620319457535e-10,8.635620318654569e-10
GCA_009670285.1_ASM967028v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_009670305.1_ASM967030v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE178,0.9999999924930342,1.5738094220799732e-09,4.964380260487604e-10,4.801163676141149e-10,4.724873011027943e-10,5.141647225312538e-10,9.263866764234087e-10,6.406989316666674e-10,6.740515364435263e-10,8.644064276661233e-10,8.64406427585768e-10
GCA_009667925.1_ASM966792v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE179,0.9999999925002583,1.5719357026294474e-09,4.960382472101905e-10,4.797296263950907e-10,4.721079144614039e-10,5.137552981745126e-10,9.254576592345077e-10,6.401337123485909e-10,6.734612266782178e-10,8.635612064902849e-10,8.635612064099883e-10
GCA_009669725.1_ASM966972v1_genomic,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_009670185.1_ASM967018v1_genomic,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE180,0.9999985746559037,1.409667577149478e-06,1.7441093412986312e-09,1.2864183087990232e-09,1.265088056530215e-09,1.3744632082775644e-09,2.2918429894734235e-09,1.6551970535296046e-09,1.7396330974705463e-09,2.1598835346730746e-09,2.159883534455471e-09
NODE181,0.999999990807891,3.2436534328249387e-09,4.983207243670409e-10,4.813347607789526e-10,4.736836910631303e-10,5.154596475817712e-10,9.286328930773607e-10,6.422833027323186e-10,6.757111207613637e-10,8.665146432338385e-10,8.665146431532811e-10
SAMEA1061800,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE182,0.9999999924837989,1.5776679827839614e-09,4.968406846333418e-10,4.80505077603376e-10,4.728686182196223e-10,5.145762285240756e-10,9.27319919913309e-10,6.412668663594043e-10,6.746446795721322e-10,8.652555366792286e-10,8.652555365988142e-10
NODE183,0.9999999924930316,1.5738117758861415e-09,4.964380296027332e-10,4.801163700021497e-10,4.724873034424926e-10,5.141647250488511e-10,9.263866818913626e-10,6.406989350324027e-10,6.740515399474173e-10,8.6440643264892e-10,8.644064325685644e-10
SAMEA5661365,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE184,0.9999999925002583,1.5719357054174957e-09,4.960382472145125e-10,4.797296263979636e-10,4.72107914464217e-10,5.137552981775349e-10,9.254576592414412e-10,6.401337123527071e-10,6.734612266824951e-10,8.635612064965514e-10,8.635612064162546e-10
SAMEA5661363,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMEA5661364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE185,0.9999999924930177,1.573816235689257e-09,4.964386750970992e-10,4.801169944278607e-10,4.724879140727748e-10,5.141653785692545e-10,9.263885452448864e-10,6.406999333422634e-10,6.74052575052572e-10,8.644080859831654e-10,8.644080859028098e-10
SAMEA5661384,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE186,0.999999992485803,1.5756853804152913e-09,4.968381273534202e-10,4.805034208669708e-10,4.728669928700699e-10,5.145744734340512e-10,9.273166271437485e-10,6.412646505030612e-10,6.746423640932217e-10,8.652524769277133e-10,8.652524768472992e-10
NODE187,0.9999999924930341,1.5738094247382999e-09,4.964380263102699e-10,4.801163678669638e-10,4.724873013492957e-10,5.141647227928957e-10,9.263866773583921e-10,6.406989321082411e-10,6.740515368981119e-10,8.644064284753542e-10,8.644064283949992e-10
SAMEA5661385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE188,0.9999999925002582,1.5719357026326009e-09,4.960382472104026e-10,4.797296263952958e-10,4.721079144616032e-10,5.137552981747224e-10,9.254576592354434e-10,6.401337123489811e-10,6.734612266786168e-10,8.635612064910753e-10,8.635612064107786e-10
SAMEA5661367,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMEA5661372,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE189,0.9999999924930271,1.5738116506621453e-09,4.964383486660993e-10,4.801166797013865e-10,4.724876062955082e-10,5.141650491615073e-10,9.263876076352693e-10,6.40699430602117e-10,6.740520537701655e-10,8.644072539309091e-10,8.644072538505552e-10
SAMEA4354665,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE190,0.9999999924930414,1.5738071961598214e-09,4.964377036938894e-10,4.801160557805442e-10,4.724869961574224e-10,5.141643961635379e-10,9.263857461479583e-10,6.406984331738334e-10,6.740510195725739e-10,8.644056022119532e-10,8.64405602131598e-10
SAMEA5661389,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE191,0.9999999925002584,1.5719356999870293e-09,4.96038246949532e-10,4.797296261430627e-10,4.721079142157005e-10,5.137552979137107e-10,9.254576583032731e-10,6.4013371190858e-10,6.7346122622523e-10,8.6356120568422e-10,8.635612056039232e-10
SAMEA5661360,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAMEA5661390,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE192,0.9999999902989278,3.252902585046791e-09,4.995010804678539e-10,4.825659125896445e-10,4.748903551716898e-10,5.166657692369048e-10,1.09391428575025e-09,6.751338793807635e-10,7.072994643116749e-10,9.990994537505722e-10,9.990994538448116e-10
NODE193,0.9999999924833088,1.5776772788150118e-09,4.96841567610858e-10,4.805060282772783e-10,4.728695486407303e-10,5.145771257527779e-10,9.274841480999306e-10,6.412954596753834e-10,6.746719651993567e-10,8.653839760868334e-10,8.653839760065936e-10
NODE194,0.9999999925002482,1.5719402910978714e-09,4.960385740747359e-10,4.797299416436062e-10,4.72108222750551e-10,5.137556280275065e-10,9.254587587378228e-10,6.401342395143211e-10,6.734617710607496e-10,8.63562161901114e-10,8.635621618208173e-10
GCA_002412245.1_Y.pestis_A-1691_genomic,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_003074595.1_ASM307459v1_genomic,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE195,0.9999999924930241,1.5738140160086613e-09,4.96438353177062e-10,4.801166831170108e-10,4.724876096399262e-10,5.141650526473824e-10,9.263877770289069e-10,6.406994592977212e-10,6.740520813031125e-10,8.644073840109645e-10,8.644073839306093e-10
GCA_002412255.1_Y.pestis_A-1836_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE196,0.9999999924930341,1.5738094248860827e-09,4.964380260548458e-10,4.801163676187225e-10,4.724873011073115e-10,5.141647225359854e-10,9.263866765944579e-10,6.4069893169391e-10,6.740515364697068e-10,8.644064277948365e-10,8.644064277144828e-10
GCA_003074535.1_ASM307453v1_genomic,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE197,0.9999999924930414,1.5738071935144274e-09,4.964377034328148e-10,4.801160555281122e-10,4.724869959113264e-10,5.14164395902323e-10,9.263857452150251e-10,6.406984327330689e-10,6.74051019118814e-10,8.644056014044353e-10,8.6440560132408e-10
GCA_015274715.1_ASM1527471v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE198,0.9999999925002582,1.5719356999838906e-09,4.9603824694932e-10,4.797296261428578e-10,4.721079142155013e-10,5.137552979135011e-10,9.254576583023393e-10,6.401337119081905e-10,6.734612262248317e-10,8.635612056834313e-10,8.635612056031345e-10
GCA_015274685.1_ASM1527468v1_genomic,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_015274745.1_ASM1527474v1_genomic,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE199,0.999999482835199,3.310614589174445e-09,1.1377711493497821e-09,1.181021618696037e-09,1.1599061060746264e-09,1.1725940023626053e-09,1.6499276829682836e-07,3.7043781211493e-08,3.5847289398912025e-08,1.3565952721711857e-07,1.3565952739334494e-07
NODE200,0.9999999920054575,1.5745491648256702e-09,4.968128107001144e-10,4.805692674421809e-10,4.72930529400775e-10,5.145473891089081e-10,1.089082040826955e-09,6.72280978611936e-10,7.043272535670881e-10,9.947216035550243e-10,9.94721603648814e-10
GCA_000169675.1_ASM16967v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000320465.1_ASM32046v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE201,0.9994751424989031,9.743421156672275e-07,4.6237043516140194e-07,5.151659001692089e-07,5.057276738475277e-07,4.7642494537629377e-07,0.00016416511011444095,4.118826159361822e-05,4.0055439558182206e-05,0.0001382573292910894,0.00013825732946924112
NODE202,0.9999994828406887,3.306455703813176e-09,1.1377660293375094e-09,1.181018311887218e-09,1.1599028660670677e-09,1.1725907454155665e-09,1.6499234787477033e-07,3.704368199763565e-08,3.584719382269759e-08,1.356591768568228e-07,1.3565917703304878e-07
NODE203,0.9999999919900598,1.5782956552805764e-09,4.976132842822113e-10,4.813437838938408e-10,4.73690312071952e-10,5.153671660260682e-10,1.0912667344139323e-09,6.734675226923733e-10,7.055613076311017e-10,9.966672482273484e-10,9.966672483213664e-10
NODE204,0.9999999924997688,1.5719415624353421e-09,4.960394434503478e-10,4.797308817974742e-10,4.721091428762255e-10,5.137565147282801e-10,9.256220857756164e-10,6.401626790160513e-10,6.734889100034868e-10,8.636899025725219e-10,8.636899024923974e-10
GCA_000323385.1_ASM32338v1_genomic,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000323705.1_ASM32370v1_genomic,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE205,0.9999999924997688,1.5719415624353421e-09,4.960394434503478e-10,4.797308817974742e-10,4.721091428762255e-10,5.137565147282801e-10,9.256220857756164e-10,6.401626790160513e-10,6.734889100034868e-10,8.636899025725219e-10,8.636899024923974e-10
GCA_001188675.1_ASM118867v1_genomic,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_002412225.1_Y.pestis_A-1486_genomic,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE206,0.9999999919977576,1.5764210599936456e-09,4.972132055738104e-10,4.809566796135048e-10,4.733105712807303e-10,5.14957438766346e-10,1.0901747238662812e-09,6.728744677791418e-10,7.049445080843442e-10,9.95694729550342e-10,9.956947296442473e-10
GCA_000734805.1_ASM73480v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE207,0.9999999924925592,1.5738108301638834e-09,4.964385775352419e-10,4.801169993022172e-10,4.724879195797864e-10,5.141652863020673e-10,9.26549242589704e-10,6.407269013390733e-10,6.740781860121657e-10,8.645334729622376e-10,8.645334728820546e-10
GCA_000324165.1_ASM32416v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE208,0.9999999925002576,1.57193570481424e-09,4.960382478944614e-10,4.79729627161264e-10,4.721079152112317e-10,5.1375529887266e-10,9.254578213343585e-10,6.401337371037392e-10,6.734612501266497e-10,8.635613301049474e-10,8.635613300246508e-10
GCA_000323405.1_ASM32340v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCA_000324065.1_ASM32406v1_genomic,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NODE209,0.4585285913111848,0.00031773110591610897,0.00022600886472883892,0.00027068609638675103,0.00026572956979392843,0.00023308826969125726,0.16424738953550716,0.0466414106732466,0.045659926481668535,0.14180471895595506,0.1418047191359211
NODE210,0.13840490919354217,0.00023360664616366654,0.0001823079600519408,0.0001996166760861521,0.0001961165148920981,0.0001885025088540761,0.0465119896408687,0.01273447422814057,0.012425354387582743,0.3944615608773871,0.3944615613664308
NODE211,0.00012699627376913008,4.6829001324232836e-07,4.149777924678688e-07,4.268959265362521e-07,4.19456672034551e-07,4.2920734931095785e-07,3.911476549445287e-05,1.0289406242506165e-05,1.0008098276695824e-05,0.9993939789572536,0.00041745367120996405
NODE212,1.1727027250406246e-07,1.0652807636044978e-09,1.040466343187177e-09,1.0319474194858192e-09,1.014264083574211e-09,1.0769366084866865e-09,3.349503397804666e-08,8.851280441011507e-09,8.630618978214171e-09,0.9999993840655147,4.424583842509444e-07
GCA_000323505.1_ASM32350v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.0
NODE213,9.19981184807135e-10,4.2683020748338655e-10,4.530386013399188e-10,4.3787209651946563e-10,4.310506456294831e-10,4.710610221043511e-10,6.03013980317663e-10,4.957596647546581e-10,5.233803638020177e-10,0.9999999935895997,1.6484126653575373e-09
GCA_000324325.1_ASM32432v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NODE214,8.124979279395762e-10,4.2574235622544876e-10,4.519745896227521e-10,4.3681793176377316e-10,4.300165229584752e-10,4.699662755383441e-10,5.747924876633322e-10,4.88526766428092e-10,5.163418962632692e-10,0.9999999942120963,1.1812270277435947e-09
GCA_000323525.1_ASM32352v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GCA_000323765.1_ASM32376v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NODE215,1.1727027268602912e-07,1.0652807645386053e-09,1.040466344116796e-09,1.031947420409071e-09,1.014264084473389e-09,1.0769366094221308e-09,3.3495034017670795e-08,8.851280449754031e-09,8.630618986593286e-09,0.9999993840655133,4.4245838530365096e-07
GCA_013391965.1_ASM1339196v1_genomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NODE216,9.199827400088421e-10,4.268306997807968e-10,4.530391305488241e-10,4.3787260845743653e-10,4.3105114651452103e-10,4.710615620536737e-10,6.030148304998384e-10,4.957602841152222e-10,5.233810101652554e-10,0.9999999935895896,1.648416372407001e-09
