#name, A, B, C, D, E, F, G, H, I
GCA_009670385.1_ASM967038v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_009670875.1_ASM967087v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000077, 7.662481438044431e-07, 2.2150063636174335e-06, 0.00021671327726153933, 8.208981401639876e-07, 2.148685409324773e-06, 3.0164589019383256e-07, 9.361600602424786e-07, 0.1818613381599104, 0.8179147599188207
NODE_0000078, 1.7896071426801753e-06, 5.39732884315079e-06, 0.0004662674100512189, 1.8823248736434095e-06, 5.122298382095523e-06, 6.14682498551925e-07, 1.6717734496511754e-06, 0.4619572275424793, 0.5375600270322798
GCA_009670155.1_ASM967015v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
NODE_0000079, 2.0788636945530858e-06, 5.8904071340996985e-06, 0.0003887284054746821, 2.202275115250284e-06, 5.823711161075938e-06, 7.286844812973425e-07, 1.9419814376888043e-06, 0.43712985662043924, 0.5624627490510621
GCA_009670015.1_ASM967001v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_009670515.1_ASM967051v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000080, 7.325206228255179e-07, 2.0378595569067685e-06, 0.00016985591386761868, 7.883869012696312e-07, 2.0294472477734935e-06, 2.92412634718048e-07, 9.067496686474476e-07, 0.15325977325705026, 0.8465635834524499
NODE_0000081, 1.6161512069164131e-06, 4.673245089083062e-06, 0.0003841911559505974, 1.7174425464092578e-06, 4.544319959432156e-06, 5.947833116741078e-07, 1.6915413604361982e-06, 0.38367339034878956, 0.6159275810117859
GCA_009669975.1_ASM966997v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000082, 1.6572855384308533e-06, 4.707127399135282e-06, 0.00034982328783074446, 1.7633325072188413e-06, 4.651977198259551e-06, 5.912868363421724e-07, 1.6181524852514738e-06, 0.33755839061251686, 0.6620767969376876
GCA_009669775.1_ASM966977v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000083, 2.3490777456337053e-06, 8.102082664844552e-06, 0.0009415098216470224, 2.398971873956119e-06, 7.104303164515803e-06, 6.451682455931996e-07, 1.466887577508423e-06, 0.7645102453521186, 0.2345261783349622
NODE_0000084, 1.8352678539901516e-06, 7.6288653707255475e-06, 0.0010627005921700933, 1.7864975654233123e-06, 5.955430840724871e-06, 3.7988744350821483e-07, 7.083060123007886e-07, 0.9638344956481629, 0.03508450950458019
GCA_009667895.1_ASM966789v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
GCA_009670075.1_ASM967007v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
NODE_0000085, 1.7622592281336857e-06, 7.0267033405776585e-06, 0.0010006995179722, 1.7458815246057139e-06, 5.6429843680069025e-06, 4.152648305258748e-07, 9.106361165052163e-07, 0.8271007404535333, 0.17188105629908604
GCA_009670905.1_ASM967090v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000086, 2.991594278370977e-06, 9.129052823279003e-06, 0.0006714135859624987, 3.1065884489067683e-06, 8.634958068414388e-06, 9.000177512602329e-07, 2.0753859986302703e-06, 0.7227313338478014, 0.2765704149688672
GCA_009669715.1_ASM966971v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_009670895.1_ASM967089v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000087, 3.0933827552732103e-07, 7.360624129125457e-07, 4.3435679440130785e-05, 3.444447250743905e-07, 8.062622947333224e-07, 1.5434431952215578e-07, 5.589405511778573e-07, 0.04503043389396065, 0.9549232210340203
GCA_009670115.1_ASM967011v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000088, 6.926936139772154e-07, 1.5086731434329655e-06, 7.138574330622703e-05, 7.811970270098057e-07, 1.7467574053336625e-06, 3.5796424712038346e-07, 1.2199402245314193e-06, 0.08038600216794851, 0.9195363048630839
GCA_009670055.1_ASM967005v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000089, 2.495926392033756e-06, 7.803106095694079e-06, 0.0006971499023436828, 2.5952581123849897e-06, 7.277519414509524e-06, 7.568567851914946e-07, 1.8069801388347304e-06, 0.6280059346881963, 0.3712741797625212
NODE_0000090, 1.7763714756498367e-06, 6.670046212835632e-06, 0.000866496418533063, 1.7859600690755382e-06, 5.551076572926625e-06, 4.6364484966041094e-07, 1.0943800459418204e-06, 0.74151810690797, 0.25759805519427076
GCA_009669935.1_ASM966993v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
NODE_0000091, 2.777745331301687e-06, 8.370396808872318e-06, 0.0006044003090995419, 2.894666962135866e-06, 7.976854884324412e-06, 8.59836513874891e-07, 2.0440988450824785e-06, 0.6557853161950292, 0.34358535989652556
GCA_009669625.1_ASM966962v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_009670045.1_ASM967004v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000092, 1.984737829831816e-06, 7.709315926342999e-06, 0.0010537165720676009, 1.9724132826729525e-06, 6.278620831049381e-06, 4.6905429135887323e-07, 9.839271476177885e-07, 0.8772872639254903, 0.12163962143313331
GCA_009670665.1_ASM967066v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000093, 1.7463831254307715e-06, 7.303397184135882e-06, 0.0011007239281800461, 1.708072588374917e-06, 5.7023449253053755e-06, 3.7438149865811726e-07, 7.56100606382766e-07, 0.8977601147738749, 0.10112157061801673
GCA_009669635.1_ASM966963v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000094, 3.1679070057252407e-06, 9.754420896283198e-06, 0.0007258285863314669, 3.2812221292036874e-06, 9.17748714158643e-06, 9.331051747467793e-07, 2.1009603434931304e-06, 0.7779958747253811, 0.22124988158559625
GCA_009669675.1_ASM966967v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_009669825.1_ASM966982v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999
NODE_0000095, 1.5528121336210692e-06, 4.246788886831912e-06, 0.0003134666446180943, 1.6667948416868689e-06, 4.261550683212653e-06, 6.07941385892441e-07, 2.8278778765914173e-06, 0.31889985476443156, 0.6807715148251425
GCA_009670865.1_ASM967086v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
NODE_0000096, 1.1098168334641725e-06, 2.4776068514889826e-06, 0.00013320893693707234, 1.212716664789177e-06, 2.6174555232596737e-06, 5.787873156009436e-07, 7.856403170323269e-05, 0.07974095383011531, 0.9200392768180558
NODE_0000097, 1.704603542225982e-05, 2.4341075486881438e-05, 0.00032362817400102936, 1.928431357536012e-05, 2.9200370910289975e-05, 1.4995507891656455e-05, 0.00662811451605749, 0.038848272038399724, 0.9540951179682554
GCA_009667885.1_ASM966788v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
GCA_009670355.1_ASM967035v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000098, 4.3271608357751136e-07, 1.0419875590297914e-06, 6.41908202876959e-05, 4.799317651650716e-07, 1.132490895822264e-06, 2.0790324975159296e-07, 1.5631018395757636e-06, 0.06219943396687096, 0.9377315170814485
GCA_009670325.1_ASM967032v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000099, 1.1826635200139277e-06, 3.384992452946185e-06, 0.0002846838627396334, 1.262629773558151e-06, 3.324260148570056e-06, 4.397344397836851e-07, 1.2853722119183399e-06, 0.2570964397536495, 0.742607996731064
NODE_0000100, 1.552706040425911e-06, 4.043537643940529e-06, 0.00024013489481202848, 1.6793940463896967e-06, 4.198313659842323e-06, 6.28121605522476e-07, 1.8493283280760605e-06, 0.2769794331804446, 0.7227664805234192
GCA_009669705.1_ASM966970v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_009670995.1_ASM967099v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000101, 2.0736201401580103e-06, 6.861586512913635e-06, 0.0007905685681674898, 2.1424028757653883e-06, 6.1579669259679295e-06, 6.184958754868575e-07, 1.5140662849672993e-06, 0.6199999865862432, 0.37919007670697386
NODE_0000102, 2.1483932375033184e-06, 8.406600782535109e-06, 0.0012738370037302766, 2.1359124438675965e-06, 6.82016191525987e-06, 4.969499911899099e-07, 1.0024418997984228e-06, 0.9258222054528965, 0.07288294708310321
NODE_0000103, 1.5041939443078857e-06, 7.021307405173736e-06, 0.0011549684818658965, 1.4231387410410743e-06, 5.12292915211626e-06, 2.5441946082601194e-07, 4.0910150591634934e-07, 0.9863715616841429, 0.012457734743781996
GCA_009670725.1_ASM967072v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
GCA_009670815.1_ASM967081v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
NODE_0000104, 1.5302608178439062e-06, 7.203529266396628e-06, 0.0013207758544116256, 1.4509448930883577e-06, 5.236349425032431e-06, 2.5933320237581126e-07, 4.2068505789741463e-07, 0.9841717924926043, 0.014491330550321454
GCA_009670465.1_ASM967046v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000105, 1.404202066348947e-06, 6.953907067056898e-06, 0.0013307776493513637, 1.3120503430888348e-06, 4.90747255418786e-06, 2.125427124852653e-07, 3.075639552554627e-07, 0.9937277162870538, 0.004926408324896434
GCA_009669765.1_ASM966976v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000106, 1.3563072850547595e-06, 6.7289779848082025e-06, 0.0011841321291128346, 1.2612763552380942e-06, 4.7372946912572675e-06, 2.0022215646801857e-07, 2.7982589950579025e-07, 0.9958560762163425, 0.002945227750172357
GCA_009670005.1_ASM967000v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
GCA_009670705.1_ASM967070v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
NODE_0000107, 1.5362717452853441e-06, 5.942088317508312e-06, 0.0009134379951790425, 1.5414488905909288e-06, 4.861738293993635e-06, 3.9185506339737757e-07, 9.288334980211838e-07, 0.6562930350161046, 0.3427783247529077
NODE_0000108, 2.5097964068232427e-06, 7.552156572952224e-06, 0.0006152631021877837, 2.629426002127996e-06, 7.205755748163964e-06, 7.971333036948287e-07, 1.9545476412152065e-06, 0.570536075176614, 0.42882601290552347
GCA_009670575.1_ASM967057v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000109, 2.245111574134299e-06, 8.485048689264054e-06, 0.0010767483259295587, 2.2389469223807684e-06, 7.028106380629196e-06, 5.339209191677067e-07, 1.0833530172799232e-06, 0.9280835538062375, 0.07081808338032995
GCA_009670775.1_ASM967077v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000110, 1.5004578496618842e-06, 7.0114947929889875e-06, 0.0011327835753755905, 1.418643052834548e-06, 5.115011944571861e-06, 2.5282995641908455e-07, 4.054548959272628e-07, 0.9866826754741707, 0.012168837057961318
GCA_009670625.1_ASM967062v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
GCA_009670715.1_ASM967071v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
NODE_0000111, 1.7892207222104186e-06, 6.990186717182369e-06, 0.0010300366618968696, 1.7804941431316484e-06, 5.651339253633036e-06, 4.3595786190250134e-07, 9.625905010439878e-07, 0.8136156430966094, 0.1853367104522946
GCA_009670765.1_ASM967076v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000112, 1.5274642772819943e-06, 6.46520357277456e-06, 0.0011132822813822868, 1.497817998996681e-06, 5.013592615783376e-06, 3.331817419198627e-07, 7.069756997790679e-07, 0.7800436717115968, 0.21882750177111435
NODE_0000113, 2.3166263488443104e-06, 7.77332112730646e-06, 0.0008103305678964399, 2.3729013003091486e-06, 6.913615928758722e-06, 6.573040669671781e-07, 1.524449019837733e-06, 0.7369447292253818, 0.2622233819889297
GCA_009669925.1_ASM966992v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000114, 1.5358773566536884e-06, 4.310540849143024e-06, 0.0003112092128708383, 1.6387533960397826e-06, 4.291589080760524e-06, 5.598304412740953e-07, 1.5860589614591105e-06, 0.30586819982337987, 0.6938066683136641
GCA_009670545.1_ASM967054v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000115, 1.6120481714162044e-06, 4.508267823950618e-06, 0.0003443116936683416, 1.7236252029744405e-06, 4.475670578515188e-06, 6.140392252619938e-07, 3.137020862208711e-06, 0.3455306047959215, 0.6541090128385458
GCA_009670105.1_ASM967010v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000116, 1.5071699501337567e-06, 3.482937608552765e-06, 0.00020421071464301076, 1.6479450960680496e-06, 3.6680858871649552e-06, 7.52800509317748e-07, 0.00010262662219590431, 0.10484324091250538, 0.8948388628116044
GCA_009670345.1_ASM967034v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000117, 3.144273360709731e-05, 5.77638568379532e-05, 0.0013729525138091792, 3.3901720961966024e-05, 5.94967069175318e-05, 2.087020939937552e-05, 0.008088270741488556, 0.13193106470192603, 0.8584042368150523
GCA_009669835.1_ASM966983v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000118, 2.9573746475591704e-06, 6.318700255232144e-06, 0.00027522610699909215, 3.2456553172638996e-06, 6.912996409427547e-06, 1.5238107588899563e-06, 0.00019486977738877862, 0.18262622720450022, 0.8168827183737236
GCA_009669545.1_ASM966954v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_009670205.1_ASM967020v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000119, 1.9330359147045688e-06, 7.161164002275676e-06, 0.000956582488111752, 1.944690010947802e-06, 5.980389507589671e-06, 5.010761678554124e-07, 1.1341818471974828e-06, 0.7836153333911575, 0.21540942958328013
GCA_009669565.1_ASM966956v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000120, 1.4592478652832053e-06, 5.2285849687908475e-06, 0.0007216573120128857, 1.4899737246977363e-06, 4.466654460940795e-06, 4.2010483724860447e-07, 1.0721171134509184e-06, 0.5392595850906179, 0.46000462091439864
NODE_0000121, 2.265801073707472e-06, 6.565620088037219e-06, 0.00046061696776486115, 2.3872114196140974e-06, 6.396351725794201e-06, 7.631104219731169e-07, 1.9619885196147528e-06, 0.49769575898931784, 0.5018232839596687
GCA_009669805.1_ASM966980v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_009670675.1_ASM967067v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000122, 1.100407519919529e-06, 4.036334150508048e-06, 0.0005897157015104724, 1.119682594246408e-06, 3.398581359834725e-06, 3.139620317858824e-07, 8.226567467157661e-07, 0.4284055807543125, 0.5709939119197741
NODE_0000123, 1.9798814878104184e-06, 5.56161998354589e-06, 0.00037735634330012213, 2.1027046559429826e-06, 5.512781113883648e-06, 7.08265080082641e-07, 1.9102824092064158e-06, 0.41101048856586436, 0.5885943795561049
GCA_000323365.1_ASM32336v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_009669605.1_ASM966960v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000124, 1.005371411793597e-06, 3.720334801903662e-06, 0.0005528401806071928, 1.0214662155079174e-06, 3.1150978672451284e-06, 2.8582368263194705e-07, 7.559853824848689e-07, 0.39934618090822505, 0.6000910748318061
NODE_0000125, 1.904875919281178e-06, 5.298227470890258e-06, 0.0003553364586800666, 2.028048944944815e-06, 5.280987143205454e-06, 6.938673306482107e-07, 1.8966573331312856e-06, 0.3882850251505536, 0.6113425357266242
GCA_009669555.1_ASM966955v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999
GCA_009670585.1_ASM967058v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000126, 1.1346065465299205e-06, 4.147209811383584e-06, 0.0005910565493432264, 1.154833961469625e-06, 3.5016373761901243e-06, 3.240063223371424e-07, 8.472227309018375e-07, 0.43854617217978886, 0.560851661754119
NODE_0000127, 2.0059314684906074e-06, 5.653078031279799e-06, 0.0003840640217529352, 2.128551626134452e-06, 5.593527585008006e-06, 7.132204960255482e-07, 1.9148702098862043e-06, 0.41893233605445973, 0.5806655907443705
GCA_009667945.1_ASM966794v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
GCA_009669955.1_ASM966995v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000128, 1.6841633628785421e-06, 5.646475558158613e-06, 0.0006456996355422896, 1.7383850351276675e-06, 5.006724329001598e-06, 5.25259926576442e-07, 1.3793471062887447e-06, 0.5643526886449208, 0.4349856313642189
GCA_009670485.1_ASM967048v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000129, 2.04303835417626e-06, 6.06513687733952e-06, 0.0004753709834484147, 2.1478326282952437e-06, 5.837698628192916e-06, 6.68199940491359e-07, 1.6962474350485369e-06, 0.4532542447392568, 0.5462519261234312
GCA_009667985.1_ASM966798v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000130, 2.031047350498199e-06, 7.215754229587328e-06, 0.0008494588076188645, 2.06047461562602e-06, 6.199358721729735e-06, 5.517589018735456e-07, 1.2833488097857764e-06, 0.7467099597011355, 0.25242123974861647
GCA_009670835.1_ASM967083v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000131, 1.9442955572707617e-06, 7.0498698480676076e-06, 0.0008832769471229854, 1.9651597682679237e-06, 5.9729701038940855e-06, 5.1958908151067e-07, 1.2049094994526683e-06, 0.7531915645838, 0.24590650167521863
GCA_009670605.1_ASM967060v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000132, 1.414992267787586e-06, 4.97172663006138e-06, 0.000652547632719274, 1.451945119111352e-06, 4.30289908929398e-06, 4.1848696206592566e-07, 1.088126325100827e-06, 0.5007170422725248, 0.49861676191836257
NODE_0000133, 2.1681098709464565e-06, 6.22055920424562e-06, 0.0004297017714900541, 2.2901610905869928e-06, 6.095613387035465e-06, 7.44535795010547e-07, 1.946120540792681e-06, 0.4675397168364768, 0.5320111162921445
GCA_009667935.1_ASM966793v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0
GCA_009670415.1_ASM967041v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000134, 1.3928072976789451e-06, 4.430983929632755e-06, 0.00046597928853925265, 1.508441410787222e-06, 4.0752050566325025e-06, 4.4667871537811135e-07, 1.1777348806397386e-06, 0.38345415887098616, 0.6160668299891837
NODE_0000135, 1.7462891342226812e-06, 5.72133503357391e-06, 0.000639536587939232, 6.041346250445652e-06, 5.1501687117429605e-06, 5.610423334054161e-07, 1.489416927991697e-06, 0.5404607854539075, 0.4588789683597617
GCA_009669665.1_ASM966966v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000136, 4.1532200385918155e-06, 1.078700929162816e-05, 0.0007746062789782824, 0.0002459467227078698, 1.0659639149013401e-05, 1.7695627686898054e-06, 4.224853812605843e-06, 0.4527143433358486, 0.5462335093774048
GCA_009670395.1_ASM967039v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000137, 8.491767748329882e-05, 0.00017202195214276932, 0.005007579544170962, 0.019315184760802486, 0.00016701087221038068, 4.456382234072676e-05, 7.925988877847117e-05, 0.7846546190268322, 0.19047484245523877
GCA_009669845.1_ASM966984v1_genomic, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
GCA_009670785.1_ASM967078v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000138, 7.977337111096836e-07, 2.136022642765687e-06, 0.0001464590744897782, 8.62652977311629e-07, 2.1855622951084617e-06, 3.208716314634654e-07, 9.820717588321558e-07, 0.145445327768036, 0.8544009282424575
GCA_009669875.1_ASM966987v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000139, 1.262568247339922e-06, 3.0641922640146483e-06, 0.00016744991392420632, 1.3884269397534177e-06, 3.316858966582086e-06, 5.683526611828738e-07, 1.7848243347191428e-06, 0.19774418187881845, 0.8020769829838437
GCA_009669905.1_ASM966990v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000140, 2.2833365680634033e-07, 4.435074693176064e-07, 1.613202662802349e-05, 2.640122621150182e-07, 5.50968857800243e-07, 1.4012939663100625e-07, 5.493254439797101e-07, 0.020517163184939975, 0.9794645285113454
GCA_009670305.1_ASM967030v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000141, 1.0542021897362944e-07, 1.9654796181972088e-07, 7.755860061396797e-06, 1.2392857322249455e-07, 2.4872254542596603e-07, 7.482725418800936e-08, 3.352010983922837e-07, 0.009296912137043032, 0.9906942473552435
GCA_009667925.1_ASM966792v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000142, 2.966028968916719e-07, 7.26304403144965e-07, 4.5791776228002335e-05, 3.290523657510704e-07, 7.839684970571535e-07, 1.456052304763602e-07, 5.343438881830065e-07, 0.047028419042221936, 0.9529229733042686
NODE_0000143, 1.005858755890446e-06, 2.128810716451893e-06, 8.329544900653483e-05, 1.1345230785020684e-06, 2.5067229993044886e-06, 5.225721560853293e-07, 1.744748654156071e-06, 0.11271830902990536, 0.8871893522847276
GCA_009670235.1_ASM967023v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_009670285.1_ASM967028v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000144, 9.106147632319591e-07, 1.9588735111232515e-06, 8.634915408669959e-05, 1.0276509674556938e-06, 2.2868131927502834e-06, 4.7057400681301397e-07, 1.5808320218615682e-06, 0.1023287452721355, 0.8975766702153147
GCA_009669725.1_ASM966972v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
NODE_0000145, 3.1665063430018418e-06, 1.0020906526916326e-05, 0.0007431143335781942, 3.250191185461189e-06, 9.256908891626584e-06, 8.903305460648157e-07, 1.9247336736713728e-06, 0.8713306792996713, 0.12789769678958385
GCA_009670185.1_ASM967018v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
GCA_009670225.1_ASM967022v1_genomic, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0
NODE_0000146, 4.9821540755742755e-06, 2.3054798007349203e-05, 0.29032929604959995, 7.066297086422204e-06, 1.643902719317878e-05, 1.5941097541465008e-06, 3.6190189826433605e-06, 0.6867065472698642, 0.022907401275436452
NODE_0000147, 1.1308931071963225e-06, 5.46173982308072e-06, 0.9575724818924346, 2.235612821428355e-06, 1.6981956456826307e-06, 5.33930843086171e-07, 1.32810530907201e-06, 0.042180319601274656, 0.00023481002874113966
SAMEA1061800, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000148, 1.1623873635659533e-07, 5.923427224485949e-07, 0.9968668487665439, 2.7204821860547297e-07, 1.5009528322919292e-07, 6.490122022307941e-08, 1.695394962109178e-07, 0.0031254134501536674, 6.372617625340095e-06
NODE_0000149, 5.621897614586677e-08, 2.8232516102498227e-07, 0.9993340989106748, 1.5459825149464369e-07, 5.8018872848516635e-08, 3.967566568644245e-08, 1.1132884232905012e-07, 0.000664342197422236, 8.567261334670679e-07
SAMEA5661365, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000150, 5.176820287205211e-08, 2.5874941970034724e-07, 0.9995059488931978, 1.4560048582341478e-07, 5.131117626881513e-08, 3.779130765397562e-08, 1.069242878860286e-07, 0.0004928354309782953, 5.635309439184731e-07
SAMEA5661363, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
SAMEA5661364, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000151, 5.6314940504692e-08, 2.828355451568799e-07, 0.9993295153140934, 1.5478540064378042e-07, 5.817026435980513e-08, 3.9714396500976645e-08, 1.1141667338407018e-07, 0.0006689163207591075, 8.651279268898827e-07
SAMEA5661384, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
NODE_0000152, 5.3560878293727144e-08, 2.690269518356322e-07, 0.9994431514173258, 1.496963635553216e-07, 5.3883186751646615e-08, 3.8600748698644344e-08, 1.0906921135102851e-07, 0.0005555093529529179, 6.653923809797233e-07
