#name, A, B, C, D, E
NODE_0000122, 1.9185449241922768e-08, 0.999985593154412, 1.4303751272624694e-05, 1.716076908672046e-08, 6.674809708306453e-08
NODE_0000123, 1.9056214124611008e-08, 0.9999863095945406, 1.3588155911815331e-05, 1.7052586735663908e-08, 6.614074669794458e-08
GCA_000323365.1_ASM32336v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_009669605.1_ASM966960v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000124, 1.9185449043509657e-08, 0.9999855931604654, 1.430374521995657e-05, 1.7160768941059315e-08, 6.674809668940848e-08
NODE_0000125, 1.9056214119511827e-08, 0.9999863095946903, 1.3588155762179098e-05, 1.7052586731919692e-08, 6.614074668827658e-08
GCA_009669555.1_ASM966955v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_009670585.1_ASM967058v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000126, 1.9185000042794708e-08, 0.999985602343418, 1.4294564830072232e-05, 1.716042578427885e-08, 6.674632592357165e-08
NODE_0000127, 1.9056205965898644e-08, 0.9999863098216853, 1.358792880084285e-05, 1.7052580719777158e-08, 6.614072702675604e-08
GCA_009667945.1_ASM966794v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
GCA_009669955.1_ASM966995v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000128, 1.912071473704194e-08, 0.9999859561958423, 1.3941133146943584e-05, 1.7106586678010338e-08, 6.644370933800701e-08
GCA_009670485.1_ASM967048v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000129, 1.9120267063300616e-08, 0.9999859651519457, 1.3932179596417153e-05, 1.710624446545296e-08, 6.644194628161788e-08
GCA_009667985.1_ASM966798v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000130, 1.9120267063170864e-08, 0.9999859651519498, 1.3932179592530068e-05, 1.710624446535772e-08, 6.64419462813733e-08
GCA_009670835.1_ASM967083v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000131, 1.912071473180223e-08, 0.9999859561959997, 1.3941132989615852e-05, 1.710658667416347e-08, 6.644370932807976e-08
GCA_009670605.1_ASM967060v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000132, 1.9184999840624348e-08, 0.9999856023496255, 1.4294558623529757e-05, 1.7160425635779584e-08, 6.674632552603972e-08
NODE_0000133, 1.9056205960673456e-08, 0.9999863098218389, 1.3587928647402488e-05, 1.7052580715940102e-08, 6.614072701686838e-08
GCA_009667935.1_ASM966793v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_009670415.1_ASM967041v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000134, 1.9185441304481965e-08, 0.9999855933994398, 1.4303506277485855e-05, 1.7160763222017977e-08, 6.674807816595193e-08
NODE_0000135, 1.9120714707907367e-08, 0.9999859561962985, 1.3941132690827802e-05, 1.710658665708334e-08, 6.64437092679963e-08
GCA_009669665.1_ASM966966v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000136, 1.9119818717933334e-08, 0.9999859741081998, 1.3923225898296153e-05, 1.710590177306511e-08, 6.64401815212012e-08
GCA_009670395.1_ASM967039v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000137, 1.905574346969737e-08, 0.9999863190047944, 1.3578748301960523e-05, 1.7052227544353204e-08, 6.613893261323789e-08
GCA_009669845.1_ASM966984v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_009670785.1_ASM967078v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000138, 1.9120722711931126e-08, 0.999985955969155, 1.3941359801106e-05, 1.7106592557579364e-08, 6.6443728684991e-08
GCA_009669875.1_ASM966987v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000139, 1.9120267251082748e-08, 0.9999859651463567, 1.3932185184784963e-05, 1.710624460333365e-08, 6.644194665483075e-08
GCA_009669905.1_ASM966990v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000140, 1.912026685975682e-08, 0.9999859651580066, 1.3932173536191166e-05, 1.7106244316002052e-08, 6.644194587847361e-08
GCA_009670305.1_ASM967030v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000141, 1.912070615433332e-08, 0.9999859564406942, 1.3940888330530863e-05, 1.7106580352058075e-08, 6.6443688790609e-08
GCA_009667925.1_ASM966792v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000142, 1.9184534415533926e-08, 0.9999856120039706, 1.4284906909409286e-05, 1.7160070373400848e-08, 6.674451506928949e-08
NODE_0000143, 1.9056197407220978e-08, 0.9999863100604879, 1.3587690033816447e-05, 1.7052574410145943e-08, 6.614070656402374e-08
GCA_009670235.1_ASM967023v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_009670285.1_ASM967028v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000144, 1.9120257996703266e-08, 0.9999859653966446, 1.3931934935105208e-05, 1.7106237798370663e-08, 6.644192437660203e-08
GCA_009669725.1_ASM966972v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000145, 1.9055751242277293e-08, 0.9999863187894537, 1.357896361034298e-05, 1.7052233276211135e-08, 6.613895153369741e-08
GCA_009670185.1_ASM967018v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_009670225.1_ASM967022v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000146, 4.004548203164332e-08, 0.999321461082261, 0.0006783609567097893, 3.24820701077045e-08, 1.0543347691180889e-07
NODE_0000147, 7.578843406446662e-07, 0.9751202893741263, 0.024877024275361048, 5.61961171754479e-07, 1.3665050003497464e-06
SAMEA1061800, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000148, 6.495168945562812e-07, 0.02047427862194024, 0.9795240644156067, 3.990687010944718e-07, 6.083768574970524e-07
NODE_0000149, 2.9476213832718445e-08, 0.0004317858298796469, 0.9995681474617023, 1.641316522394329e-08, 2.081903894380818e-08
SAMEA5661365, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000150, 1.4961312007683146e-08, 1.9435213988234816e-05, 0.9999805347666257, 7.652750176060125e-09, 7.405323780827144e-09
SAMEA5661363, 0.0, 0.0, 1.0, 0.0, 0.0
SAMEA5661364, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000151, 2.94769902644517e-08, 0.00043214750185224164, 0.9995677857877009, 1.641358330304107e-08, 2.0819873340340746e-08
SAMEA5661384, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000152, 1.5048404340355163e-08, 2.0259563796943587e-05, 0.9999797102485503, 7.691264851940835e-09, 7.447983581824163e-09
NODE_0000153, 1.4703197088266932e-08, 1.1372666051324507e-05, 0.9999885979912557, 7.490644205790947e-09, 7.14885181424852e-09
SAMEA5661385, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000154, 1.4654268615694106e-08, 1.0964622149846813e-05, 0.9999890061329835, 7.468066028885637e-09, 7.122531903545194e-09
SAMEA5661367, 0.0, 0.0, 1.0, 0.0, 0.0
SAMEA5661372, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000155, 1.4703444872417746e-08, 1.1377374611030352e-05, 0.9999885932821455, 7.49076992476768e-09, 7.1490286567710855e-09
SAMEA4354665, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000156, 1.4696614861356501e-08, 1.119010090039778e-05, 0.9999887805729305, 7.486711176313998e-09, 7.142843040771693e-09
SAMEA5661389, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000157, 1.4654134881206993e-08, 1.096094378035841e-05, 0.9999890098116899, 7.467985717921283e-09, 7.122408962748138e-09
SAMEA5661360, 0.0, 0.0, 1.0, 0.0, 0.0
SAMEA5661390, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000158, 1.9756596026900836e-08, 0.9999676054354205, 3.228940740206207e-05, 1.758003895796916e-08, 6.782054258415347e-08
NODE_0000159, 1.920018424596833e-08, 0.9999851351162736, 1.4761737104064344e-05, 1.71715716731875e-08, 6.677486642634975e-08
NODE_0000160, 1.9056599171943272e-08, 0.9999862982706655, 1.3599478400423495e-05, 1.7052869446568302e-08, 6.614146539874173e-08
GCA_002412245.1_Y.pestis_A-1691_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_003074595.1_ASM307459v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000161, 1.9121101037391573e-08, 0.9999859445793512, 1.3952748246330797e-05, 1.710687024620401e-08, 6.644443125426858e-08
GCA_003074535.1_ASM307453v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000162, 1.911982854643569e-08, 0.9999859738139046, 1.3923520157791136e-05, 1.7105908987676308e-08, 6.644020000624563e-08
GCA_015274685.1_ASM1527468v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000163, 1.9055743718110287e-08, 0.9999863189975188, 1.3578755576749075e-05, 1.7052227726737105e-08, 6.613893308048789e-08
GCA_015274715.1_ASM1527471v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_015274745.1_ASM1527474v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000164, 1.9590614224408643e-08, 0.9999726461746528, 2.724927652037636e-05, 1.7458344278861273e-08, 6.749986845608481e-08
NODE_0000165, 1.90670661664697e-08, 0.999985989511556, 1.3908199780267653e-05, 1.7060557050551483e-08, 6.616104051964109e-08
GCA_000169675.1_ASM16967v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_000320465.1_ASM32046v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000166, 3.2827327906775235e-08, 0.9995190329670892, 0.00048081610460887875, 2.7215710066924226e-08, 9.088526393145443e-08
NODE_0000167, 1.9576427920728542e-08, 0.9999734501546858, 2.6445346570836606e-05, 1.744798554523486e-08, 6.747432995495666e-08
NODE_0000168, 1.91948161412876e-08, 0.9999852963079171, 1.4600565818679368e-05, 1.7167617769945166e-08, 6.676383024589265e-08
NODE_0000169, 1.9056463150589568e-08, 0.9999863022556957, 1.3595493865982629e-05, 1.7052769540966422e-08, 6.614120559932414e-08
GCA_000323385.1_ASM32338v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_000323705.1_ASM32370v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000170, 1.9056463150589568e-08, 0.9999863022556957, 1.3595493865982629e-05, 1.7052769540966422e-08, 6.614120559932414e-08
GCA_001188675.1_ASM118867v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_002412225.1_Y.pestis_A-1486_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000171, 1.9130952383941283e-08, 0.9999856483794778, 1.424891255636154e-05, 1.711410328183295e-08, 6.646291016318011e-08
GCA_000734805.1_ASM73480v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000172, 1.9120079149013948e-08, 0.9999859663102011, 1.3931022955270462e-05, 1.7106092946688998e-08, 6.644067162375549e-08
GCA_000324165.1_ASM32416v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000173, 1.9055750051957648e-08, 0.999986318812009, 1.357894106359371e-05, 1.7052232377037497e-08, 6.613894499533939e-08
GCA_000323405.1_ASM32340v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_000324065.1_ASM32406v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000174, 6.459551228849686e-08, 0.9820753846527843, 0.01792436288590196, 4.875635642041277e-08, 1.3910944486026088e-07
NODE_0000175, 4.3937261281250004e-07, 0.9690677273173973, 0.030930710183823106, 3.2531334732237276e-07, 7.978128194428283e-07
NODE_0000176, 7.25346457037153e-07, 0.44490868301763226, 0.5550891131939192, 4.876105166874911e-07, 9.908314749580247e-07
NODE_0000177, 3.037410970418257e-07, 0.008974844171905135, 0.9910243854918919, 1.8581322408270442e-07, 2.8078188174226535e-07
GCA_003074315.1_ASM307431v1_genomic, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
GCA_009295945.1_ASM929594v1_genomic, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000178, 7.426912640198416e-07, 0.4455539430517158, 0.5544438111999881, 4.982269360264967e-07, 1.0048300959287514e-06
GCA_000325225.1_ASM32522v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000179, 3.057176959567067e-07, 0.009361222333861852, 0.9906380024899948, 1.868721143079065e-07, 2.8258633320467294e-07
NODE_0000180, 2.139272958162398e-08, 0.00019934772594761184, 0.9998006059848663, 1.1539020483579543e-08, 1.3357436076176825e-08
GCA_003086015.1_ASM308601v1_genomic, 0.0, 0.0, 1.0, 0.0, 0.0
GCA_009363195.1_ASM936319v1_genomic, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000181, 2.1511625802825332e-08, 0.00020755072322355426, 0.9997924027423737, 1.1593662354387527e-08, 1.3429114495276943e-08
NODE_0000182, 1.4797340122055088e-08, 1.4917267599019e-05, 0.9999850531266266, 7.55413006733719e-09, 7.254304245018798e-09
GCA_003074155.1_ASM307415v1_genomic, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
GCA_003074215.1_ASM307421v1_genomic, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000183, 1.4840042052408113e-08, 1.52222610156958e-05, 0.9999847480510501, 7.572954741623381e-09, 7.274937280962741e-09
GCA_003074255.1_ASM307425v1_genomic, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000184, 1.4657083890599644e-08, 1.1042184774716105e-05, 0.99998892856326, 7.469758290027427e-09, 7.125123075415005e-09
GCA_003074195.1_ASM307419v1_genomic, 0.0, 0.0, 1.0, 0.0, 0.0
GCA_003085915.1_ASM308591v1_genomic, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000185, 4.3698229118267864e-08, 0.9991819491541276, 0.0008178609272472712, 3.520262222297887e-08, 1.1101777387049144e-07
NODE_0000186, 1.9794406118017748e-08, 0.9999655846396313, 3.4310266347537675e-05, 1.7601426316740215e-08, 6.769818877376598e-08
GCA_000323505.1_ASM32350v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000187, 1.9137043392430793e-08, 0.9999854580301003, 1.443924176229637e-05, 1.7118546692004775e-08, 6.647254736927254e-08
GCA_000324325.1_ASM32432v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000188, 1.905617905854657e-08, 0.9999863062460909, 1.3591505430811435e-05, 1.7052547356104455e-08, 6.613975177505339e-08
GCA_000323525.1_ASM32352v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_000323765.1_ASM32376v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000189, 1.9794422160082812e-08, 0.9999655835391651, 3.431136674741668e-05, 1.760143806643101e-08, 6.769822738052695e-08
GCA_013391965.1_ASM1339196v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000190, 1.9137940002639033e-08, 0.9999854394607882, 1.4457805963570372e-05, 1.7119231942079686e-08, 6.647607647320256e-08
GCA_013391945.1_ASM1339194v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000191, 1.918497313917195e-08, 0.9999855985756367, 1.4298333655757988e-05, 1.7160392345745256e-08, 6.674534209101664e-08
NODE_0000192, 1.905620871467785e-08, 0.9999863097285062, 1.3588021974632298e-05, 1.7052582712699027e-08, 6.614072781397265e-08
GCA_000325205.1_ASM32520v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_000325305.1_ASM32530v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000193, 1.9120269335656222e-08, 0.999985965056461, 1.3932275077898544e-05, 1.710624612222136e-08, 6.644194571153467e-08
GCA_000325245.1_ASM32524v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000194, 1.905575152936272e-08, 0.9999863187810435, 1.3578972019474822e-05, 1.7052233486991512e-08, 6.613895207366613e-08
GCA_000325265.1_ASM32526v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_000325285.1_ASM32528v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000195, 7.596331442541427e-07, 0.9580073429061566, 0.04198997480715213, 5.6151143594165e-07, 1.3611421109887577e-06
NODE_0000196, 6.368413300651997e-07, 0.019718524852080276, 0.9802798504913969, 3.9140290484325176e-07, 5.96412288005172e-07
SAMEA5818806, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000197, 2.903557241120237e-08, 0.00042517378408470416, 0.9995747606590235, 1.6133872995531064e-08, 2.0387446078234966e-08
NODE_0000198, 1.4999336990030378e-08, 1.9703555664340882e-05, 0.9999802663546193, 7.668736105079699e-09, 7.421643420458495e-09
SAMEA7293136, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000199, 1.4702970480127548e-08, 1.1366040472023198e-05, 0.9999886046174096, 7.490506783660073e-09, 7.148641147712807e-09
SAMEA5818809, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000200, 1.46968577728886e-08, 1.1194599654068776e-05, 0.9999887760736388, 7.486833963103038e-09, 7.143015343635551e-09
SAMEA5818817, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000201, 1.4696732108249583e-08, 1.1191076428897187e-05, 0.9999887795971809, 7.486758469003541e-09, 7.142899706452587e-09
SAMEA5818815, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000202, 1.4696733263202171e-08, 1.119110324726727e-05, 0.9999887795703598, 7.486759094092985e-09, 7.142900633621979e-09
SAMEA5818805, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000203, 1.469698801789957e-08, 1.1195931251481802e-05, 0.9999887747417879, 7.486888896866132e-09, 7.143083628006916e-09
SAMEA6637004, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000204, 1.4739702344606892e-08, 1.1430797477942571e-05, 0.9999885397934876, 7.505704824781135e-09, 7.163627281278008e-09
NODE_0000205, 1.4696988018251913e-08, 1.1195931261331374e-05, 0.9999887747417779, 7.486888897077282e-09, 7.143083628330246e-09
SAMEA5818808, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000206, 1.4696733280763283e-08, 1.1191103726272819e-05, 0.9999887795698805, 7.486759104453506e-09, 7.142900649433606e-09
SAMEA5818803, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000207, 1.4696733137076283e-08, 1.1191099723693203e-05, 0.9999887795738837, 7.486759018506208e-09, 7.14290051790038e-09
SAMEA5818826, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000208, 1.4696980546402504e-08, 1.1195732522936764e-05, 0.9999887749405351, 7.48688454444944e-09, 7.143077021610653e-09
SAMEA5818821, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000209, 1.4739198199480182e-08, 1.1421132351893938e-05, 0.9999885494597351, 7.505448573735374e-09, 7.1632663243135066e-09
NODE_0000210, 1.4654386226231405e-08, 1.0965598697954964e-05, 0.9999890051562133, 7.468113588883304e-09, 7.122588972034639e-09
SAMEA5818825, 0.0, 0.0, 1.0, 0.0, 0.0
SAMEA5818830, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000211, 1.469697687682012e-08, 1.1195635174918315e-05, 0.9999887750378921, 7.48688240868332e-09, 7.1430737804114005e-09
SAMEA5818829, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000212, 1.4696481600125517e-08, 1.1186365415622246e-05, 0.9999887843087512, 7.486631112818404e-09, 7.142720405050018e-09
SAMEA5818828, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000213, 1.4654132148249178e-08, 1.0960868516854229e-05, 0.9999890098869606, 7.467984075454096e-09, 7.1224064478373434e-09
SAMEA5818818, 0.0, 0.0, 1.0, 0.0, 0.0
SAMEA5818822, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000214, 1.4739453896548512e-08, 1.1426065329869885e-05, 0.9999885445261875, 7.505578823362528e-09, 7.163450028860203e-09
NODE_0000215, 1.4654390026284852e-08, 1.096569808893223e-05, 0.999989005056813, 7.468115804691282e-09, 7.12259233468863e-09
SAMEA6637002, 0.0, 0.0, 1.0, 0.0, 0.0
SAMEA6651390, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000216, 1.4696984429362888e-08, 1.1195835998951172e-05, 0.9999887748370494, 7.486886808790218e-09, 7.143080459695132e-09
SAMEA7313246_49, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000217, 1.469673695102323e-08, 1.1191201076132358e-05, 0.9999887794725218, 7.486761240782384e-09, 7.1429038914824036e-09
SAMEA7313243_45, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0000218, 1.4696988018430734e-08, 1.1195931263008632e-05, 0.9999887747417765, 7.486888897168146e-09, 7.143083628467341e-09
SAMEA5818800, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000219, 1.4739698737687995e-08, 1.143070016853321e-05, 0.9999885398908059, 7.50570272750469e-09, 7.1636240978935976e-09
NODE_0000220, 1.4696736551838249e-08, 1.1191196995049696e-05, 0.9999887794766038, 7.486761033973336e-09, 7.1429035794216924e-09
SAMEA5818798, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000221, 1.4654135881016683e-08, 1.0960965864832657e-05, 0.9999890097896033, 7.467986250196235e-09, 7.12240974753856e-09
SAMEA5818799, 0.0, 0.0, 1.0, 0.0, 0.0
SAMEA5818801, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000222, 1.4739457427508938e-08, 1.1426160467165389e-05, 0.9999885444310413, 7.50558087536526e-09, 7.163453142917685e-09
NODE_0000223, 1.4654390096216997e-08, 1.0965700005782898e-05, 0.9999890050548959, 7.468115846547326e-09, 7.122592398722605e-09
SAMEA7293135, 0.0, 0.0, 1.0, 0.0, 0.0
SAMEA7313236_38, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000224, 1.4697231775890023e-08, 1.120046875364568e-05, 0.9999887702037454, 7.487012296165148e-09, 7.143256905470894e-09
SAMEA3713715, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000225, 1.4738949838480327e-08, 1.1416406288698288e-05, 0.9999885541863498, 7.50532262295638e-09, 7.163089151697799e-09
NODE_0000226, 1.4654382577449769e-08, 1.0965503475949353e-05, 0.9999890052514443, 7.468111463795192e-09, 7.122585748190982e-09
SAMEA3713711, 0.0, 0.0, 1.0, 0.0, 0.0
SAMEA3713714, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000227, 1.4654382577449769e-08, 1.0965503475949353e-05, 0.9999890052514443, 7.468111463795192e-09, 7.122585748190982e-09
SAMEA3713712, 0.0, 0.0, 1.0, 0.0, 0.0
SAMEA3713713, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000228, 1.5043131984988518e-08, 2.0124731069815975e-05, 0.999979845094575, 7.688103044335563e-09, 7.4431200804520755e-09
NODE_0000229, 1.4703097080518805e-08, 1.1369894689420471e-05, 0.9999886007628693, 7.490584275459201e-09, 7.148759982327397e-09
SAMN00715800, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000230, 1.4654266585370307e-08, 1.0964566311735569e-05, 0.9999890061888268, 7.468064809322554e-09, 7.12253003611777e-09
SAMEA3937653, 0.0, 0.0, 1.0, 0.0, 0.0
SAMEA5818811, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000231, 1.4750532760159391e-08, 1.1693936556576134e-05, 0.9999882766296768, 7.511189570167875e-09, 7.172044314871481e-09
NODE_0000232, 1.4654589646949395e-08, 1.0971095227500282e-05, 0.9999889996591773, 7.468233342295708e-09, 7.122772304370279e-09
SAMEA5054092, 0.0, 0.0, 1.0, 0.0, 0.0
SAMEA5054093, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000233, 1.5568241462666126e-08, 1.5214356037297848e-05, 0.9999847552220228, 7.575814113098264e-09, 7.277884157914427e-09
SAMEA5054089, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000234, 3.25102822405073e-07, 0.0002062838181205352, 0.999793363766229, 1.2669694802167019e-08, 1.464313349679942e-08
SAMEA3937654, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000235, 0.00012683623518752784, 0.009495732618422535, 0.9903762125226844, 5.241730485434579e-07, 6.944506570557597e-07
SAMEA5054090, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0000236, 0.052737563452885924, 0.459991202231016, 0.4870564327034553, 8.563282917771241e-05, 0.0001291687834652262
NODE_0000237, 0.9975929013302541, 0.0011366710518567445, 0.0012617499355448475, 3.870015670215767e-06, 4.80766667393369e-06
GCA_000169615.1_ASM16961v1_genomic, 1.0, 0.0, 0.0, 0.0, 0.0
NODE_0000238, 0.9999938491519159, 2.8215852543076677e-06, 3.2726288255025744e-06, 2.6708525645701208e-08, 2.992547853450411e-08
GCA_000013825.1_ASM1382v1_genomic, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0
GCA_003798225.1_ASM379822v1_genomic, 0.9999999999999999, 0.0, 0.0, 0.0, 0.0
NODE_0000239, 0.00014844224011828185, 0.9874518166972631, 0.01239697660146895, 8.062226016743277e-07, 1.9582385478844658e-06
GCA_000323965.1_ASM32396v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000240, 4.4661440914063183e-07, 0.9996631923809314, 0.000336240693755869, 2.6998224905111614e-08, 9.331267856910417e-08
NODE_0000241, 2.049385933868341e-08, 0.9999783481405295, 2.1547421577266547e-05, 1.7259623782688264e-08, 6.668441008647047e-08
GCA_000323605.1_ASM32360v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_000325165.1_ASM32516v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000242, 2.0632963728206757e-08, 0.9999772078659659, 2.2686833365573096e-05, 1.7369237581533455e-08, 6.729846733841624e-08
NODE_0000243, 1.9131089378911947e-08, 0.9999857436601115, 1.4153639797287335e-05, 1.711181042546759e-08, 6.645719138264348e-08
GCA_000323285.1_ASM32328v1_genomic, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0
NODE_0000244, 1.912000781504562e-08, 0.9999859687240465, 1.392860939079781e-05, 1.7106033879259105e-08, 6.644052091822604e-08
GCA_000022845.1_ASM2284v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000245, 1.905574804040606e-08, 0.9999863188716853, 1.3578881394594255e-05, 1.705223088143854e-08, 6.613894116688126e-08
GCA_015158475.1_ASM1515847v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
GCA_015158625.1_ASM1515862v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000246, 1.9196632085495563e-08, 0.9999853629285506, 1.4533832789193425e-05, 1.716672847272945e-08, 6.687529964360447e-08
NODE_0000247, 1.9121400175652423e-08, 0.9999859404646907, 1.3956860411545563e-05, 1.7107097424056024e-08, 6.644640021295961e-08
GCA_000324285.1_ASM32428v1_genomic, 0.0, 1.0, 0.0, 0.0, 0.0
NODE_0000248, 1.9185912129772504e-08, 0.9999855835685176, 1.4313334546750496e-05, 1.7161122429582093e-08, 6.674990090500822e-08
NODE_0000249, 1.91845589403867e-08, 0.9999856112772515, 1.4285633527150033e-05, 1.716008846251805e-08, 6.674457401926385e-08
