sample tstv cds_sites ns_sites ss_sites ns_ss_ratio other_var other_var_ratio homo_het_sites homo_sites het_sites het_ratio
GCA_000323865.1_ASM32386v1_genomic 2.083 71 41 17 2.41176 0 0 71 71 0 0
GCA_000323845.1_ASM32384v1_genomic 1.800 542 314 117 2.68376 0 0 542 542 0 0
GCA_000323825.1_ASM32382v1_genomic 2.167 73 42 15 2.8 0 0 73 73 0 0
GCA_000323805.1_ASM32380v1_genomic 2.111 80 46 17 2.70588 0 0 80 80 0 0
GCA_000323785.1_ASM32378v1_genomic 1.710 78 45 18 2.5 0 0 78 78 0 0
GCA_000323765.1_ASM32376v1_genomic 2.109 134 72 36 2 0 0 134 134 0 0
GCA_000323725.1_ASM32372v1_genomic 1.725 166 95 36 2.63889 0 0 166 166 0 0
GCA_000323705.1_ASM32370v1_genomic 2.233 132 78 30 2.6 0 0 132 132 0 0
GCA_000323685.1_ASM32368v1_genomic 1.833 81 45 17 2.64706 0 0 81 81 0 0
GCA_000323665.1_ASM32366v1_genomic 1.922 219 128 55 2.32727 0 0 219 219 0 0
GCA_000323645.1_ASM32364v1_genomic 1.815 167 94 39 2.41026 0 0 167 167 0 0
GCA_000323625.1_ASM32362v1_genomic 1.742 314 180 70 2.57143 0 0 314 314 0 0
GCA_000323605.1_ASM32360v1_genomic 1.793 76 46 18 2.55556 0 0 76 76 0 0
GCA_000323585.1_ASM32358v1_genomic 1.676 173 97 39 2.48718 0 0 173 173 0 0
GCA_000323565.1_ASM32356v1_genomic 1.905 170 101 36 2.80556 0 0 170 170 0 0
GCA_000323545.1_ASM32354v1_genomic 2.130 68 40 14 2.85714 0 0 68 68 0 0
GCA_000323525.1_ASM32352v1_genomic 2.044 129 68 36 1.88889 0 0 129 129 0 0
GCA_000323505.1_ASM32350v1_genomic 2.310 133 74 33 2.24242 0 0 133 133 0 0
GCA_000323485.1_ASM32348v1_genomic 1.752 562 316 123 2.56911 0 0 564 562 2 0.0035461
GCA_000323465.1_ASM32346v1_genomic 1.667 167 92 37 2.48649 0 0 167 167 0 0
GCA_000323445.1_ASM32344v1_genomic 1.893 76 43 17 2.52941 0 0 76 76 0 0
GCA_000323425.1_ASM32342v1_genomic 1.688 238 135 60 2.25 0 0 238 238 0 0
GCA_000323405.1_ASM32340v1_genomic 2.273 136 78 33 2.36364 0 0 136 136 0 0
GCA_000323385.1_ASM32338v1_genomic 1.857 126 73 30 2.43333 0 0 126 126 0 0
GCA_000323365.1_ASM32336v1_genomic 2.000 217 123 53 2.32075 0 0 217 217 0 0
GCA_000323345.1_ASM32334v1_genomic 1.912 154 86 35 2.45714 0 0 154 154 0 0
GCA_000323325.1_ASM32332v1_genomic 1.738 156 87 39 2.23077 0 0 156 156 0 0
GCA_000323305.1_ASM32330v1_genomic 1.825 151 82 37 2.21622 0 0 151 151 0 0
GCA_000323285.1_ASM32328v1_genomic 2.000 71 41 17 2.41176 0 0 71 71 0 0
GCA_000323245.1_ASM32324v1_genomic 1.866 181 99 42 2.35714 0 0 181 181 0 0
GCA_000323225.1_ASM32322v1_genomic 1.840 202 113 46 2.45652 0 0 202 202 0 0
GCA_000323205.1_ASM32320v1_genomic 1.779 201 113 46 2.45652 0 0 201 201 0 0
GCA_000320465.1_ASM32046v1_genomic 2.143 125 72 32 2.25 0 0 125 125 0 0
GCA_000320445.1_ASM32044v1_genomic 1.817 157 88 35 2.51429 0 0 157 157 0 0
GCA_000323185.1_ASM32318v1_genomic 1.791 229 135 57 2.36842 0 0 229 229 0 0
GCA_000320425.1_ASM32042v1_genomic 1.769 311 180 68 2.64706 0 0 311 311 0 0
GCA_000275685.1_ASM27568v1_genomic 1.756 213 114 52 2.19231 0 0 244 213 31 0.127049
GCA_000269485.1_ASM26948v1_genomic 2.161 88 35 21 1.66667 0 0 88 88 0 0
GCA_000269225.1_ASM26922v1_genomic 3.118 132 38 23 1.65217 2 0.0869565 133 132 1 0.0075188
GCA_000269205.1_ASM26920v1_genomic 1.703 92 38 23 1.65217 1 0.0434783 92 92 0 0
GCA_000269425.1_ASM26942v1_genomic 1.960 65 34 17 2 2 0.117647 65 65 0 0
GCA_000269125.1_ASM26912v1_genomic 1.852 67 34 18 1.88889 0 0 67 67 0 0
GCA_000269085.1_ASM26908v1_genomic 1.514 84 40 25 1.6 0 0 86 84 2 0.0232558
GCA_000269045.1_ASM26904v1_genomic 1.800 95 38 22 1.72727 0 0 95 95 0 0
GCA_000269025.1_ASM26902v1_genomic 1.735 101 27 16 1.6875 0 0 103 101 2 0.0194175
GCA_000268985.1_ASM26898v1_genomic 1.821 72 29 10 2.9 0 0 74 72 2 0.027027
GCA_000268945.1_ASM26894v1_genomic 1.789 82 37 21 1.7619 1 0.047619 83 82 1 0.0120482
GCA_000268925.1_ASM26892v1_genomic 1.594 96 47 25 1.88 2 0.08 96 96 0 0
GCA_000268905.1_ASM26890v1_genomic 2.172 87 32 21 1.52381 0 0 89 87 2 0.0224719
GCA_000268845.1_ASM26884v1_genomic 2.407 81 32 16 2 0 0 81 81 0 0
GCA_000268825.1_ASM26882v1_genomic 2.281 92 38 20 1.9 2 0.1 94 92 2 0.0212766
GCA_000268805.1_ASM26880v1_genomic 1.750 68 35 20 1.75 1 0.05 68 68 0 0
GCA_000268805.2_ASM26880v2_genomic 1.750 68 35 20 1.75 1 0.05 68 68 0 0
GCA_000268785.1_ASM26878v1_genomic 1.595 87 41 21 1.95238 4 0.190476 87 87 0 0
GCA_000269345.1_ASM26934v1_genomic 1.925 97 37 22 1.68182 2 0.0909091 98 97 1 0.0102041
GCA_000269325.1_ASM26932v1_genomic 1.621 71 36 17 2.11765 0 0 71 71 0 0
GCA_000269305.1_ASM26930v1_genomic 1.789 97 36 22 1.63636 2 0.0909091 97 97 0 0
GCA_000268745.1_ASM26874v1_genomic 2.483 92 36 17 2.11765 1 0.0588235 95 92 3 0.0315789
GCA_000269285.1_ASM26928v1_genomic 3.179 109 33 25 1.32 0 0 109 109 0 0
GCA_000269285.2_ASM26928v2_genomic 3.179 109 33 25 1.32 0 0 109 109 0 0
GCA_000269265.1_ASM26926v1_genomic 2.453 121 40 21 1.90476 0 0 125 121 4 0.032
GCA_000268725.1_ASM26872v1_genomic 2.757 121 42 22 1.90909 0 0 121 121 0 0
GCA_000268725.2_ASM26872v2_genomic 2.757 121 42 22 1.90909 0 0 121 121 0 0
GCA_000268685.1_ASM26868v1_genomic 1.525 102 47 27 1.74074 0 0 102 102 0 0
GCA_000268665.1_ASM26866v1_genomic 2.359 104 36 23 1.56522 1 0.0434783 108 104 4 0.037037
GCA_000268525.1_ASM26852v1_genomic 1.512 86 30 13 2.30769 2 0.153846 92 86 6 0.0652174
GCA_000268485.1_ASM26848v1_genomic 1.909 62 30 15 2 0 0 64 62 2 0.03125
GCA_000268485.2_ASM26848v2_genomic 1.909 62 30 15 2 0 0 64 62 2 0.03125
GCA_000268385.1_ASM26838v1_genomic 1.667 73 36 21 1.71429 1 0.047619 73 73 0 0
GCA_000268365.1_ASM26836v1_genomic 1.871 102 35 25 1.4 2 0.08 104 102 2 0.0192308
GCA_000268585.1_ASM26858v1_genomic 3.036 106 37 17 2.17647 1 0.0588235 107 106 1 0.00934579
GCA_000268565.1_ASM26856v1_genomic 1.780 121 50 28 1.78571 2 0.0714286 122 121 1 0.00819672
GCA_000268325.1_ASM26832v1_genomic 1.729 121 50 32 1.5625 0 0 121 121 0 0
GCA_000382545.1_Yersinia_pestis_assembly_genomic 1.636 670 379 140 2.70714 8 0.0571429 676 670 6 0.00887574
GCA_016103005.1_ASM1610300v1_genomic 1.761 221 120 51 2.35294 1 0.0196078 245 221 24 0.0979592
GCA_016102975.1_ASM1610297v1_genomic 1.739 221 125 51 2.45098 0 0 246 221 25 0.101626
GCA_016102965.1_ASM1610296v1_genomic 1.645 217 124 49 2.53061 2 0.0408163 252 217 35 0.138889
GCA_016102905.1_ASM1610290v1_genomic 1.855 219 124 50 2.48 0 0 242 219 23 0.0950413
GCA_016102945.1_ASM1610294v1_genomic 1.750 215 119 52 2.28846 0 0 239 215 24 0.100418
GCA_016102915.1_ASM1610291v1_genomic 1.833 219 122 51 2.39216 1 0.0196078 242 219 23 0.0950413
GCA_016102855.1_ASM1610285v1_genomic 1.725 223 124 52 2.38462 0 0 243 223 20 0.0823045
GCA_016102845.1_ASM1610284v1_genomic 1.841 214 120 49 2.44898 0 0 236 214 22 0.0932203
GCA_016102875.1_ASM1610287v1_genomic 1.632 205 116 47 2.46809 0 0 215 205 10 0.0465116
GCA_016102745.1_ASM1610274v1_genomic 1.688 219 123 49 2.5102 0 0 231 219 12 0.0519481
GCA_016102785.1_ASM1610278v1_genomic 1.902 217 120 51 2.35294 0 0 228 217 11 0.0482456
GCA_016102765.1_ASM1610276v1_genomic 1.750 216 118 52 2.26923 0 0 233 216 17 0.0729614
GCA_016102755.1_ASM1610275v1_genomic 1.918 217 123 44 2.79545 6 0.136364 227 217 10 0.0440529
GCA_016102775.1_ASM1610277v1_genomic 1.708 218 125 46 2.71739 0 0 228 218 10 0.0438596
GCA_016102655.1_ASM1610265v1_genomic 1.829 212 123 45 2.73333 1 0.0222222 225 212 13 0.0577778
GCA_016102675.1_ASM1610267v1_genomic 1.761 223 125 52 2.40385 0 0 248 223 25 0.100806
GCA_016102645.1_ASM1610264v1_genomic 1.786 219 122 47 2.59574 1 0.0212766 229 219 10 0.0436681
GCA_016102545.1_ASM1610254v1_genomic 1.895 226 131 50 2.62 1 0.02 246 226 20 0.0813008
GCA_016102585.1_ASM1610258v1_genomic 1.881 218 119 53 2.24528 0 0 245 218 27 0.110204
GCA_016102575.1_ASM1610257v1_genomic 1.911 210 121 45 2.68889 0 0 236 210 26 0.110169
GCA_015190655.1_ASM1519065v1_genomic 1.731 175 96 39 2.46154 1 0.025641 213 175 38 0.178404
GCA_015158485.1_ASM1515848v1_genomic 2.100 82 52 17 3.05882 0 0 101 82 19 0.188119
GCA_015158475.1_ASM1515847v1_genomic 2.167 72 41 17 2.41176 0 0 99 72 27 0.272727
GCA_015158575.1_ASM1515857v1_genomic 1.844 85 49 20 2.45 2 0.1 111 85 26 0.234234
GCA_015158585.1_ASM1515858v1_genomic 2.231 80 45 21 2.14286 0 0 101 80 21 0.207921
GCA_015158615.1_ASM1515861v1_genomic 2.375 77 44 19 2.31579 0 0 97 77 20 0.206186
GCA_015158635.1_ASM1515863v1_genomic 2.179 85 48 20 2.4 3 0.15 105 85 20 0.190476
GCA_015158625.1_ASM1515862v1_genomic 2.250 74 41 19 2.15789 0 0 104 74 30 0.288462
GCA_015158675.1_ASM1515867v1_genomic 1.868 177 92 47 1.95745 0 0 223 177 46 0.206278
GCA_015158715.1_ASM1515871v1_genomic 2.000 176 89 41 2.17073 1 0.0243902 215 176 39 0.181395
GCA_015158695.1_ASM1515869v1_genomic 1.924 173 90 37 2.43243 1 0.027027 212 173 39 0.183962
GCA_015158705.1_ASM1515870v1_genomic 1.833 180 90 39 2.30769 2 0.0512821 218 180 38 0.174312
GCA_015158755.1_ASM1515875v1_genomic 1.784 181 99 43 2.30233 2 0.0465116 214 181 33 0.154206
GCA_015158765.1_ASM1515876v1_genomic 1.984 166 90 39 2.30769 1 0.025641 206 166 40 0.194175
GCA_015158805.1_ASM1515880v1_genomic 1.855 179 93 47 1.97872 0 0 224 179 45 0.200893
GCA_015158795.1_ASM1515879v1_genomic 2.015 175 94 40 2.35 2 0.05 215 175 40 0.186047
GCA_015158815.1_ASM1515881v1_genomic 2.125 181 89 41 2.17073 8 0.195122 225 181 44 0.195556
GCA_015158845.1_ASM1515884v1_genomic 1.803 186 94 41 2.29268 9 0.219512 209 186 23 0.110048
GCA_015158875.1_ASM1515887v1_genomic 2.031 171 94 41 2.29268 1 0.0243902 212 171 41 0.193396
GCA_015158895.1_ASM1515889v1_genomic 1.985 174 92 41 2.2439 2 0.0487805 210 174 36 0.171429
GCA_015158935.1_ASM1515893v1_genomic 2.095 177 90 41 2.19512 7 0.170732 218 177 41 0.188073
GCA_015158905.1_ASM1515890v1_genomic 1.651 185 103 40 2.575 1 0.025 221 185 36 0.162896
GCA_015158945.1_ASM1515894v1_genomic 2.172 181 95 41 2.31707 10 0.243902 221 181 40 0.180995
GCA_015158955.1_ASM1515895v1_genomic 1.849 186 100 42 2.38095 10 0.238095 226 186 40 0.176991
GCA_015158995.1_ASM1515899v1_genomic 2.015 174 98 40 2.45 0 0 216 174 42 0.194444
GCA_015159005.1_ASM1515900v1_genomic 1.954 171 93 40 2.325 2 0.05 201 171 30 0.149254
GCA_015159045.1_ASM1515904v1_genomic 1.674 215 104 47 2.21277 11 0.234043 242 215 27 0.11157
GCA_015159035.1_ASM1515903v1_genomic 1.941 175 95 41 2.31707 1 0.0243902 212 175 37 0.174528
GCA_015159075.1_ASM1515907v1_genomic 1.938 172 91 41 2.21951 3 0.0731707 213 172 41 0.192488
GCA_015159085.1_ASM1515908v1_genomic 2.045 182 93 41 2.26829 10 0.243902 213 182 31 0.14554
GCA_015159105.1_ASM1515910v1_genomic 1.882 176 92 41 2.2439 3 0.0731707 212 176 36 0.169811
GCA_015159145.1_ASM1515914v1_genomic 2.090 184 95 42 2.2619 10 0.238095 224 184 40 0.178571
GCA_015159135.1_ASM1515913v1_genomic 1.985 176 95 42 2.2619 2 0.047619 212 176 36 0.169811
GCA_015159175.1_ASM1515917v1_genomic 1.971 180 98 41 2.39024 2 0.0487805 221 180 41 0.18552
GCA_015159195.1_ASM1515919v1_genomic 1.872 192 104 41 2.53659 1 0.0243902 216 192 24 0.111111
GCA_015159615.1_ASM1515961v1_genomic 2.000 244 128 53 2.41509 9 0.169811 267 244 23 0.0861423
GCA_015274745.1_ASM1527474v1_genomic 1.843 178 90 42 2.14286 8 0.190476 197 178 19 0.0964467
GCA_015274715.1_ASM1527471v1_genomic 1.649 176 88 45 1.95556 7 0.155556 210 176 34 0.161905
GCA_015274685.1_ASM1527468v1_genomic 1.736 171 89 39 2.28205 7 0.179487 201 171 30 0.149254
GCA_014734395.1_ASM1473439v1_genomic 1.842 200 110 46 2.3913 1 0.0217391 235 200 35 0.148936
GCA_014734355.1_ASM1473435v1_genomic 1.895 204 113 47 2.40426 1 0.0212766 233 204 29 0.124464
GCA_014734405.1_ASM1473440v1_genomic 1.895 204 114 47 2.42553 1 0.0212766 239 204 35 0.146444
GCA_013421535.1_ASM1342153v1_genomic 1.760 63 30 20 1.5 2 0.1 76 63 13 0.171053
GCA_013421465.1_ASM1342146v1_genomic 2.240 74 38 19 2 3 0.157895 92 74 18 0.195652
GCA_013421455.1_ASM1342145v1_genomic 1.552 65 33 19 1.73684 3 0.157895 80 65 15 0.1875
GCA_015350455.1_ASM1535045v1_genomic 1.819 209 117 49 2.38776 0 0 220 209 11 0.05
GCA_015350435.1_ASM1535043v1_genomic 1.788 212 116 50 2.32 1 0.02 218 212 6 0.0275229
GCA_015350425.1_ASM1535042v1_genomic 1.753 215 118 50 2.36 1 0.02 226 215 11 0.0486726
GCA_013391945.1_ASM1339194v1_genomic 2.305 173 80 41 1.95122 7 0.170732 191 173 18 0.0942408
GCA_013391965.1_ASM1339196v1_genomic 1.838 166 79 45 1.75556 7 0.155556 180 166 14 0.0777778
GCA_013392085.1_ASM1339208v1_genomic 1.896 207 113 48 2.35417 2 0.0416667 237 207 30 0.126582
GCA_013392055.1_ASM1339205v1_genomic 1.883 205 112 49 2.28571 1 0.0204082 229 205 24 0.104803
GCA_013392045.1_ASM1339204v1_genomic 1.765 208 113 48 2.35417 2 0.0416667 227 208 19 0.0837004
GCA_013392105.1_ASM1339210v1_genomic 1.882 203 112 48 2.33333 1 0.0208333 233 203 30 0.128755
GCA_013392075.1_ASM1339207v1_genomic 1.833 205 113 48 2.35417 1 0.0208333 233 205 28 0.120172
GCA_013392145.1_ASM1339214v1_genomic 1.846 206 113 48 2.35417 1 0.0208333 230 206 24 0.104348
GCA_010974855.1_ASM1097485v1_genomic 1.975 217 121 54 2.24074 0 0 228 217 11 0.0482456
GCA_010974845.1_ASM1097484v1_genomic 1.775 219 125 48 2.60417 1 0.0208333 239 219 20 0.083682
GCA_009909645.1_ASM990964v1_genomic 1.753 217 123 47 2.61702 0 0 240 217 23 0.0958333
GCA_009909655.1_ASM990965v1_genomic 1.828 224 127 50 2.54 0 0 252 224 28 0.111111
GCA_900637475.1_51108_B01_genomic 3.055 15139 3431 9058 0.378781 25 0.00275999 15358 15139 219 0.0142597
GCA_000834295.1_ASM83429v1_genomic 3.013 15105 3452 8994 0.383811 34 0.0037803 15393 15105 288 0.0187098
SAMEA5818830 2.070 150 77 44 1.75 4 0.0909091 396 150 246 0.621212
SAMEA5818829 2.127 152 77 44 1.75 3 0.0681818 197 152 45 0.228426
SAMEA5818828 2.286 148 78 45 1.73333 4 0.0888889 180 148 32 0.177778
SAMEA5818826 1.886 171 84 46 1.82609 6 0.130435 231 171 60 0.25974
SAMEA5818825 2.143 121 65 37 1.75676 1 0.027027 176 121 55 0.3125
SAMEA5818822 2.104 135 73 42 1.7381 0 0 317 135 182 0.574132
SAMEA5818821 2.170 151 78 42 1.85714 6 0.142857 237 151 86 0.362869
SAMEA5818818 2.326 137 72 41 1.7561 2 0.0487805 209 137 72 0.344498
SAMEA5818817 2.091 119 58 32 1.8125 5 0.15625 289 119 170 0.588235
SAMEA5818815 2.080 143 72 45 1.6 0 0 320 143 177 0.553125
SAMEA5818811 3.182 79 44 21 2.09524 1 0.047619 129 79 50 0.387597
SAMEA5818809 2.179 112 65 27 2.40741 1 0.037037 286 112 174 0.608392
SAMEA5818808 2.250 103 52 37 1.40541 0 0 346 103 243 0.702312
SAMEA5818806 2.333 102 58 25 2.32 1 0.04 249 102 147 0.590361
SAMEA5818805 2.364 135 71 39 1.82051 2 0.0512821 406 135 271 0.667488
SAMEA5818803 1.908 168 85 46 1.84783 3 0.0652174 441 168 273 0.619048
SAMEA5818801 1.936 201 106 55 1.92727 3 0.0545455 606 201 405 0.668317
SAMEA5818800 1.726 214 108 55 1.96364 7 0.127273 287 214 73 0.254355
SAMEA5818799 1.681 206 107 52 2.05769 5 0.0961538 278 206 72 0.258993
SAMEA5818798 1.928 183 99 49 2.02041 2 0.0408163 213 183 30 0.140845
SAMEA5661390 2.060 143 66 51 1.29412 3 0.0588235 444 143 301 0.677928
SAMEA5661389 1.940 182 110 43 2.55814 2 0.0465116 307 182 125 0.407166
SAMEA5661385 1.984 169 89 48 1.85417 5 0.104167 635 169 466 0.733858
SAMEA5661384 1.908 178 103 45 2.28889 5 0.111111 434 178 256 0.589862
SAMEA5661372 1.738 207 118 56 2.10714 1 0.0178571 563 207 356 0.632327
SAMEA5661367 1.767 255 138 58 2.37931 4 0.0689655 322 255 67 0.208075
SAMEA5661365 1.885 162 95 37 2.56757 2 0.0540541 251 162 89 0.354582
SAMEA5661364 2.196 133 70 38 1.84211 3 0.0789474 362 133 229 0.632597
SAMEA5661363 1.860 240 123 54 2.27778 9 0.166667 346 240 106 0.306358
SAMEA5661360 1.790 160 92 45 2.04444 2 0.0444444 267 160 107 0.400749
SAMEA5054093 2.500 69 28 25 1.12 0 0 210 69 141 0.671429
SAMEA5054092 2.686 113 55 24 2.29167 13 0.541667 170 113 57 0.335294
SAMEA5054090 2.189 104 49 24 2.04167 8 0.333333 159 104 55 0.345912
SAMEA5054089 2.382 97 47 24 1.95833 7 0.291667 146 97 49 0.335616
SAMEA104233048 1.866 494 250 108 2.31481 2 0.0185185 535 494 41 0.0766355
SAMEA104233049 1.653 635 337 143 2.35664 5 0.034965 696 635 61 0.0876437
SAMEA104233047 1.898 346 177 78 2.26923 1 0.0128205 372 346 26 0.0698925
SAMEA104233046 1.631 296 155 72 2.15278 1 0.0138889 332 296 36 0.108434
SAMEA104488961 1.808 246 129 55 2.34545 8 0.145455 328 246 82 0.25
SAMEA4354665 1.900 234 118 53 2.22642 7 0.132075 320 234 86 0.26875
SAMEA3937654 2.567 99 53 24 2.20833 3 0.125 147 99 48 0.326531
SAMEA3937653 2.563 104 53 24 2.20833 7 0.291667 206 104 102 0.495146
SAMEA3713715 1.828 230 114 56 2.03571 9 0.160714 290 230 60 0.206897
SAMEA3713714 1.900 215 110 53 2.07547 11 0.207547 268 215 53 0.197761
SAMEA3713713 1.914 248 116 58 2 19 0.327586 292 248 44 0.150685
SAMEA3713712 1.894 233 112 56 2 18 0.321429 273 233 40 0.14652
SAMEA3713711 2.039 221 111 53 2.09434 10 0.188679 248 221 27 0.108871
SAMN00715800 2.548 98 55 25 2.2 3 0.12 162 98 64 0.395062
SAMEA3541827 1.585 387 208 79 2.63291 7 0.0886076 501 387 114 0.227545
SAMEA3541826 1.904 740 400 190 2.10526 3 0.0157895 770 740 30 0.038961
SAMEA1061800 2.370 143 76 35 2.17143 1 0.0285714 164 143 21 0.128049
SAMEA7293136 2.828 101 50 21 2.38095 5 0.238095 140 101 39 0.278571
SAMEA7293135 2.092 287 116 98 1.18367 21 0.214286 1953 287 1666 0.853047
SAMEA6812877 1.810 522 291 129 2.25581 3 0.0232558 595 522 73 0.122689
SAMEA6812876 1.737 444 259 109 2.37615 1 0.00917431 725 444 281 0.387586
SAMEA7313236_38 1.684 189 100 48 2.08333 3 0.0625 240 189 51 0.2125
SAMEA7313243_45 1.917 96 48 28 1.71429 3 0.107143 120 96 24 0.2
SAMEA7313246_49 1.813 171 74 45 1.64444 17 0.377778 260 171 89 0.342308
SAMEA6651390 2.378 138 72 40 1.8 1 0.025 218 138 80 0.366972
SAMEA6637004 2.143 140 75 41 1.82927 1 0.0243902 193 140 53 0.274611
SAMEA6637002 1.838 154 75 43 1.74419 8 0.186047 231 154 77 0.333333
