Name	UFboot	sCF	Branch_Length	Branch_Support_Color	coord_x	coord_y	Strain	Date	DateBP	Country	Province	CountryLat	CountryLon	ProvinceLat	ProvinceLon	Biovar	Branch_Major	Branch_Minor	BioSample	BioSampleComment	Branch_Number	Continent
NODE147	NA	NA	2.344999999999992e-07	black	5.525919999999999e-05	152.07062530517578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000323365.1_ASM32336v1_genomic	NA	NA	2.344999999999992e-07	grey	5.549369999999999e-05	147.0	42013	1971	-50	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN02403002	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia
NODE148	NA	NA	2.33999999999971e-08	black	5.5282599999999985e-05	157.14125061035156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE149	NA	NA	2.33999999999971e-08	black	5.530599999999998e-05	148.99996948242188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670835.1_ASM967083v1_genomic	NA	NA	0.0	grey	5.530599999999998e-05	148.0	42015	1976	-45	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722855	KEEP: Assembly Modern	0	Asia
NODE150	NA	NA	0.0	black	5.530599999999998e-05	149.99993896484375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670545.1_ASM967054v1_genomic	NA	NA	0.0	grey	5.530599999999998e-05	149.0	42040	1983	-38	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722869	KEEP: Assembly Modern	0	Asia
NODE151	NA	NA	0.0	black	5.530599999999998e-05	150.9998779296875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669565.1_ASM966956v1_genomic	NA	NA	0.0	grey	5.530599999999998e-05	150.0	42118	2005	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722923	KEEP: Assembly Modern	0	Asia
NODE152	NA	NA	0.0	black	5.530599999999998e-05	151.999755859375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669925.1_ASM966992v1_genomic	NA	NA	0.0	grey	5.530599999999998e-05	151.0	42083	1999	-22	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722905	KEEP: Assembly Modern	0	Asia
NODE153	NA	NA	0.0	black	5.530599999999998e-05	152.99951171875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669875.1_ASM966987v1_genomic	NA	NA	0.0	grey	5.530599999999998e-05	152.0	42086	2001	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722908	KEEP: Assembly Modern	0	Asia
NODE154	NA	NA	0.0	black	5.530599999999998e-05	153.9990234375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670105.1_ASM967010v1_genomic	NA	NA	0.0	grey	5.530599999999998e-05	153.0	42068	1989	-32	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722893	KEEP: Assembly Modern	0	Asia
NODE155	NA	NA	0.0	black	5.530599999999998e-05	154.998046875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670205.1_ASM967020v1_genomic	NA	NA	0.0	grey	5.530599999999998e-05	154.0	42064	1988	-33	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722891	KEEP: Assembly Modern	0	Asia
NODE156	NA	NA	0.0	black	5.530599999999998e-05	155.99609375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669835.1_ASM966983v1_genomic	NA	NA	0.0	grey	5.530599999999998e-05	155.0	42089	2001	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722910	KEEP: Assembly Modern	0	Asia
NODE157	NA	NA	0.0	black	5.530599999999998e-05	156.9921875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669845.1_ASM966984v1_genomic	NA	NA	0.0	grey	5.530599999999998e-05	156.0	42088	2001	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722909	KEEP: Assembly Modern	0	Asia
NODE158	NA	NA	0.0	black	5.530599999999998e-05	157.984375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669905.1_ASM966990v1_genomic	NA	NA	0.0	grey	5.530599999999998e-05	157.0	42085	2001	-20	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722907	KEEP: Assembly Modern	0	Asia
NODE159	NA	NA	0.0	black	5.530599999999998e-05	158.96875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670785.1_ASM967078v1_genomic	NA	NA	0.0	grey	5.530599999999998e-05	158.0	42016	1976	-45	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722856	KEEP: Assembly Modern	0	Asia
NODE160	NA	NA	0.0	black	5.530599999999998e-05	159.9375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669665.1_ASM966966v1_genomic	NA	NA	0.0	grey	5.530599999999998e-05	159.0	42110	2002	-19	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722918	KEEP: Assembly Modern	0	Asia
NODE161	NA	NA	0.0	black	5.530599999999998e-05	160.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670345.1_ASM967034v1_genomic	NA	NA	0.0	grey	5.530599999999998e-05	160.0	42057	1987	-34	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722884	KEEP: Assembly Modern	0	Asia
NODE162	NA	NA	0.0	black	5.530599999999998e-05	161.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670585.1_ASM967058v1_genomic	NA	NA	0.0	grey	5.530599999999998e-05	161.0	42034	1982	-39	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722865	KEEP: Assembly Modern	0	Asia
NODE163	NA	NA	0.0	black	5.530599999999998e-05	162.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009667945.1_ASM966794v1_genomic	NA	NA	0.0	grey	5.530599999999998e-05	162.0	42051	1986	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722878	KEEP: Assembly Modern	0	Asia
GCA_009669805.1_ASM966980v1_genomic	NA	NA	0.0	grey	5.530599999999998e-05	163.0	42092	1980	-41	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722912	KEEP: Assembly Modern	0	Asia
NODE164	NA	NA	2.33999999999971e-08	black	5.530599999999998e-05	165.28253173828125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670765.1_ASM967076v1_genomic	NA	NA	2.33999999999971e-08	grey	5.532939999999998e-05	164.0	42020	1977	-44	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722857	KEEP: Assembly Modern	0	Asia
NODE165	NA	NA	2.33999999999971e-08	black	5.532939999999998e-05	166.5650634765625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670675.1_ASM967067v1_genomic	NA	NA	2.33999999999971e-08	grey	5.5352799999999976e-05	165.0	42029	1980	-41	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722862	KEEP: Assembly Modern	0	Asia
NODE166	NA	NA	2.33999999999971e-08	black	5.5352799999999976e-05	168.130126953125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE167	NA	NA	2.33999999999971e-08	black	5.537619999999997e-05	166.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670395.1_ASM967039v1_genomic	NA	NA	2.344999999999992e-07	grey	5.561069999999997e-05	166.0	42047	1984	-37	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722875	KEEP: Assembly Modern	0	Asia
GCA_009670415.1_ASM967041v1_genomic	NA	NA	2.344999999999992e-07	grey	5.561069999999997e-05	167.0	42050	1986	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722877	KEEP: Assembly Modern	0	Asia
NODE168	NA	NA	2.33999999999971e-08	black	5.537619999999997e-05	169.76025390625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE169	NA	NA	2.33999999999971e-08	black	5.539959999999997e-05	168.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669555.1_ASM966955v1_genomic	NA	NA	2.33999999999971e-08	grey	5.542299999999997e-05	168.0	42123	2005	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722924	KEEP: Assembly Modern	0	Asia
GCA_009669605.1_ASM966960v1_genomic	NA	NA	2.33999999999971e-08	grey	5.542299999999997e-05	169.0	42117	2005	-16	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722922	KEEP: Assembly Modern	0	Asia
NODE170	NA	NA	2.33999999999971e-08	black	5.539959999999997e-05	171.0205078125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669955.1_ASM966995v1_genomic	NA	NA	2.33999999999971e-08	grey	5.542299999999997e-05	170.0	42084	2000	-21	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722906	KEEP: Assembly Modern	0	Asia
NODE171	NA	NA	2.33999999999971e-08	black	5.542299999999997e-05	172.041015625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009667985.1_ASM966798v1_genomic	NA	NA	2.344999999999992e-07	grey	5.5657499999999966e-05	171.0	42049	1986	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722876	KEEP: Assembly Modern	0	Asia
NODE172	NA	NA	2.33999999999971e-08	black	5.5446399999999964e-05	173.08203125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670605.1_ASM967060v1_genomic	NA	NA	2.33999999999971e-08	grey	5.546979999999996e-05	172.0	42033	1982	-39	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722864	KEEP: Assembly Modern	0	Asia
NODE173	NA	NA	2.33999999999971e-08	black	5.546979999999996e-05	174.1640625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009667935.1_ASM966793v1_genomic	NA	NA	2.344999999999992e-07	grey	5.570429999999996e-05	173.0	42056	1986	-35	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722883	KEEP: Assembly Modern	0	Asia
NODE174	NA	NA	2.33999999999971e-08	black	5.549319999999996e-05	175.328125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669545.1_ASM966954v1_genomic	NA	NA	2.33999999999971e-08	grey	5.5516599999999956e-05	174.0	42126	2006	-15	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722925	KEEP: Assembly Modern	0	Asia
NODE175	NA	NA	2.33999999999971e-08	black	5.5516599999999956e-05	176.65625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670485.1_ASM967048v1_genomic	NA	NA	2.33999999999971e-08	grey	5.553999999999995e-05	175.0	42044	1984	-37	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722872	KEEP: Assembly Modern	0	Asia
NODE176	NA	NA	4.689999999999984e-07	black	5.5985599999999954e-05	178.3125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE177	NA	NA	2.33999999999971e-08	black	5.600899999999995e-05	176.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670305.1_ASM967030v1_genomic	NA	NA	0.0	grey	5.600899999999995e-05	176.0	42058	1987	-34	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722885	KEEP: Assembly Modern	0	Asia
NODE178	NA	NA	0.0	black	5.600899999999995e-05	177.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009669725.1_ASM966972v1_genomic	NA	NA	0.0	grey	5.600899999999995e-05	177.0	42102	1987	-34	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722917	KEEP: Assembly Modern	0	Asia
GCA_009670285.1_ASM967028v1_genomic	NA	NA	0.0	grey	5.600899999999995e-05	178.0	42059	1987	-34	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722886	KEEP: Assembly Modern	0	Asia
NODE179	NA	NA	2.33999999999971e-08	black	5.600899999999995e-05	179.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009667925.1_ASM966792v1_genomic	NA	NA	2.33999999999971e-08	grey	5.603239999999995e-05	179.0	42060	1987	-34	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722887	KEEP: Assembly Modern	0	Asia
NODE180	NA	NA	2.33999999999971e-08	black	5.603239999999995e-05	180.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670235.1_ASM967023v1_genomic	NA	NA	2.344999999999992e-07	grey	5.626689999999995e-05	180.0	42062	1987	-34	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722889	KEEP: Assembly Modern	0	Asia
NODE181	NA	NA	2.33999999999971e-08	black	5.6055799999999945e-05	181.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_009670185.1_ASM967018v1_genomic	NA	NA	2.33999999999971e-08	grey	5.607919999999994e-05	181.0	42065	1988	-33	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722892	KEEP: Assembly Modern	0	Asia
GCA_009670225.1_ASM967022v1_genomic	NA	NA	2.33999999999971e-08	grey	5.607919999999994e-05	182.0	42063	1987	-34	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT1	SAMN07722890	KEEP: Assembly Modern	0	Asia
NODE182	NA	NA	2.0594000000000027e-06	black	4.5919000000000005e-05	203.13741285226044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE183	NA	NA	1.1993000000000073e-06	black	4.711830000000001e-05	184.8515625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA1061800	NA	NA	1.0024000000000025e-06	grey	4.8120700000000015e-05	183.0	DA101	[214:261]	[-1807:-1760]	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT4	SAMEA1061800	KEEP: SRA Ancient	0	Asia
NODE184	NA	NA	1.0071899999999994e-05	black	5.719020000000001e-05	186.703125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE185	NA	NA	2.33999999999971e-08	black	5.7213600000000004e-05	184.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA5661365	NA	NA	2.33999999999971e-08	grey	5.7237e-05	184.0	EDI004	[500:650]	[-1521:-1371]	England	East of England	52.5310214	-1.2649062	52.2199774	0.4875777469166293	Antiqua	0.ANT	0.ANT4	SAMEA5661365	KEEP: SRA Ancient	0	Europe
NODE186	NA	NA	2.0790000000000186e-07	black	5.7421500000000006e-05	185.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA5661363	NA	NA	2.33999999999971e-08	grey	5.74449e-05	185.0	EDI001	[474:637]	[-1547:-1384]	England	East of England	52.5310214	-1.2649062	52.2199774	0.4875777469166293	Antiqua	0.ANT	0.ANT4	SAMEA5661363	KEEP: SRA Ancient	0	Europe
SAMEA5661364	NA	NA	2.33999999999971e-08	grey	5.74449e-05	186.0	EDI003	[500:650]	[-1521:-1371]	England	East of England	52.5310214	-1.2649062	52.2199774	0.4875777469166293	Antiqua	0.ANT	0.ANT4	SAMEA5661364	KEEP: SRA Ancient	0	Europe
NODE187	NA	NA	7.897999999999971e-07	black	5.7980000000000004e-05	188.65625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA5661384	NA	NA	2.33999999999971e-08	grey	5.80034e-05	187.0	VAL001	[432:610]	[-1589:-1411]	Spain	Valencia Community	39.3260685	-4.8379791	39.6819591	-0.7654406	Antiqua	0.ANT	0.ANT4	SAMEA5661384	KEEP: SRA Ancient	0	Europe
NODE188	NA	NA	3.766999999999993e-07	black	5.83567e-05	190.3125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE189	NA	NA	2.33999999999971e-08	black	5.83801e-05	188.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA5661385	NA	NA	2.3450000000000597e-07	grey	5.8614600000000006e-05	188.0	PET004	[434:600]	[-1587:-1421]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Antiqua	0.ANT	0.ANT4	SAMEA5661385	KEEP: SRA Ancient	0	Europe
NODE190	NA	NA	4.033599999999995e-06	black	6.24137e-05	189.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA5661367	NA	NA	2.3450000000000597e-07	grey	6.26482e-05	189.0	LSD001	[650:880]	[-1371:-1141]	France	Centre-Loire Valley	46.603353999999996	1.8883334999999999	47.5490251	1.7324061999999998	Antiqua	0.ANT	0.ANT4	SAMEA5661367	KEEP: SRA Ancient	0	Oceania
SAMEA5661372	NA	NA	2.3450000000000597e-07	grey	6.26482e-05	190.0	LSD020	[650:880]	[-1371:-1141]	France	Centre-Loire Valley	46.603353999999996	1.8883334999999999	47.5490251	1.7324061999999998	Antiqua	0.ANT	0.ANT4	SAMEA5661372	KEEP: SRA Ancient	0	Oceania
NODE191	NA	NA	2.3450000000000597e-07	black	5.859120000000001e-05	191.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA4354665	NA	NA	2.33999999999971e-08	grey	5.8614600000000006e-05	191.0	AE1175	[426:571]	[-1595:-1450]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Antiqua	0.ANT	0.ANT4	SAMEA4354665	KEEP: SRA Ancient	0	Europe
NODE192	NA	NA	2.33999999999971e-08	black	5.8614600000000006e-05	192.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA5661389	NA	NA	2.33999999999971e-08	grey	5.8638e-05	192.0	UNT003	[433:599]	[-1588:-1422]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Antiqua	0.ANT	0.ANT4	SAMEA5661389	KEEP: SRA Ancient	0	Europe
NODE193	NA	NA	2.33999999999971e-08	black	5.8638e-05	193.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SAMEA5661360	NA	NA	2.33999999999971e-08	grey	5.86614e-05	193.0	DIT003	[428:595]	[-1593:-1426]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Antiqua	0.ANT	0.ANT4	SAMEA5661360	KEEP: SRA Ancient	0	Europe
SAMEA5661390	NA	NA	2.33999999999971e-08	grey	5.86614e-05	194.0	UNT004	[419:537]	[-1602:-1484]	Germany	Bavaria	51.0834196	10.4234469	48.9467562	11.4038717	Antiqua	0.ANT	0.ANT4	SAMEA5661390	KEEP: SRA Ancient	0	Europe
NODE194	NA	NA	5.9365e-06	black	5.1855500000000005e-05	221.42326320452088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE195	NA	NA	2.33999999999971e-08	black	5.18789e-05	197.109375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE196	NA	NA	3.517200000000001e-06	black	5.53961e-05	195.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000169675.1_ASM16967v1_genomic	NA	NA	2.33999999999971e-08	grey	5.54195e-05	195.0	B42003004	2003	-18	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT2	SAMN02404401	KEEP: Assembly Modern Morelli 2010 Cui 2013 Keller 2019	0	Asia
GCA_000320465.1_ASM32046v1_genomic	NA	NA	2.33999999999971e-08	grey	5.54195e-05	196.0	2330	2003	-18	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT2	SAMN02402994	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia
NODE197	NA	NA	6.5948e-06	black	5.84737e-05	198.71875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE198	NA	NA	7.033999999999974e-07	black	5.91771e-05	197.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002412245.1_Y.pestis_A-1691_genomic	NA	NA	3.781300000000004e-06	grey	6.29584e-05	197.0	A-1691	1971	-50	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN05150065	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0	Asia
GCA_003074595.1_ASM307459v1_genomic	NA	NA	2.33999999999971e-08	grey	5.92005e-05	198.0	262	1967	-54	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN08866640	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia
NODE199	NA	NA	9.379000000000033e-07	black	5.9411600000000006e-05	199.9375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_002412255.1_Y.pestis_A-1836_genomic	NA	NA	2.72171e-05	grey	8.66287e-05	199.0	A-1836	1983	-38	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN05162891	KEEP: Assembly Modern Eroshenko 2017 Keller 2019	0	Asia
NODE200	NA	NA	2.33999999999971e-08	black	5.9435e-05	200.875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_003074535.1_ASM307453v1_genomic	NA	NA	2.33999999999971e-08	grey	5.94584e-05	200.0	5M	1952	-69	Kyrgyzstan	Issyk-Kul Region	41.5089324	74.724091	42.06103415	78.17073232346421	Antiqua	0.ANT	0.ANT5	SAMN08866745	KEEP: Assembly Modern Kutyrev 2018 Keller 2019	0	Asia
NODE201	NA	NA	9.379000000000033e-07	black	6.0372900000000006e-05	201.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015274715.1_ASM1527471v1_genomic	NA	NA	2.3450000000000597e-07	grey	6.060740000000001e-05	201.0	KM2080	2019	-2	Kyrgyzstan	NA	41.5089324	74.724091	NA	NA	Antiqua	0.ANT	0.ANT5	SAMN14090740	KEEP: Assembly Modern No Province	0	Asia
NODE202	NA	NA	2.33999999999971e-08	black	6.03963e-05	202.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_015274685.1_ASM1527468v1_genomic	NA	NA	2.33999999999971e-08	grey	6.04197e-05	202.0	KM2071	2019	-2	Kyrgyzstan	NA	41.5089324	74.724091	NA	NA	Antiqua	0.ANT	0.ANT5	SAMN14090728	KEEP: Assembly Modern No Province	0	Asia
GCA_015274745.1_ASM1527474v1_genomic	NA	NA	2.33999999999971e-08	grey	6.04197e-05	203.0	KM2074	2019	-2	Kyrgyzstan	NA	41.5089324	74.724091	NA	NA	Antiqua	0.ANT	0.ANT5	SAMN14091023	KEEP: Assembly Modern No Province	0	Asia
NODE203	NA	NA	1.1724000000000093e-06	black	5.3027900000000015e-05	245.73715140904176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE204	NA	NA	3.517199999999994e-06	black	5.654510000000001e-05	207.1875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE205	NA	NA	7.033999999999974e-07	black	5.7248500000000006e-05	205.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NODE206	NA	NA	2.344999999999992e-07	black	5.7483000000000005e-05	204.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCA_000323385.1_ASM32338v1_genomic	NA	NA	4.689999999999984e-07	grey	5.7952000000000004e-05	204.0	42082	1995	-26	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403003	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia
GCA_000323705.1_ASM32370v1_genomic	NA	NA	2.344999999999992e-07	grey	5.7717500000000004e-05	205.0	A1956001	1956	-65	China	Xinjiang	35.000074	104.999927	42.4804953	85.4633464	Antiqua	0.ANT	0.ANT3	SAMN02403019	KEEP: Assembly Modern Cui 2013 Keller 2019	0	Asia
NODE207	NA	NA	4.689999999999984e-07	black	5.7717500000000004e-05	206.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
