sample	strain	date	date_bp	country	province	country_lat	country_lon	province_lat	province_lon	biovar	branch_major	branch_minor	biosample_accession	biosample_comment	branch_number	continent	date_mean	date_bp_mean	date_err	lat	lon	host_human	branch_major_color	geometry_size	geometry	root_rtt_dist	clade_rtt_dist	branch_length	branch_length_sub	node_type	branch_support	branch_support_conf_category	branch_support_conf_char	country_date_strain	province_date_strain	rate	rate_hpd	rate_sub	rate_sub_year	height	height_hpd	timetree_num_date	timetree_num_date_confidence	continuous_geo	continuous_geo_coord	continuous_geo_lat	continuous_geo_lon	baseline_pst	depleted_pla	ratio_pla_pst	cluster_pla_pst
SAMEA7293135	CHE1	[1500:1800]	[-521:-221]	Russia	Chechnya	64.6863136	97.7453061	43.39761470000001	45.6985005	Second Pandemic	1.PRE	1.PRE1	SAMEA7293135	KEEP: SRA Ancient	1.0	Europe	1650.0	371.0	150.0	43.39761470000001	45.6985005	Human	#8000ff	1.0	POINT (45.6985005 43.39761470000001)	3.99349e-05	3.99349e-05	98.18379172197079	58.600081036242464	terminal	0.0	LOW	NA	Russia [1500:1800] CHE1	Chechnya [1500:1800] CHE1	1.3911831854592947e-07	[3.581936185693182e-08, 3.0810190928574715e-07]	1.3911831854592947e-07	0.596840680202916	7.011204227131933	[0.0, 45.765532922549596]	1799	[1760, 1806]	NA	['NA', 'NA']	NA	NA	279.9944153	63.645366700000004	0.22730941483888947	0.0
SAMEA7313236_38	Rostov2033	[1762:1773]	[-259:-248]	Russia	Rostov Oblast	64.6863136	97.7453061	47.6222451	40.7957942	Second Pandemic	1.PRE	1.PRE1	SAMEA7313236_38	KEEP: SRA Ancient Combined Record	1.0	Europe	1767.5	253.5	5.5	47.6222451	40.7957942	Human	#8000ff	2.0	POINT (40.7957942 47.6222451)	3.3594200000000004e-05	3.3594200000000004e-05	67.1145486150515	24.28921555760325	terminal	0.0	LOW	NA	Russia [1762:1773] Rostov2033	Rostov Oblast [1762:1773] Rostov2033	8.435730927879878e-08	[3.019302042336679e-08, 1.5585686905042712e-07]	8.435730927879878e-08	0.3619068601193871	38.0804473340512	[0.0, 111.04735509614437]	1768	[1695, 1806]	NA	['NA', 'NA']	NA	NA	134.1983185	135.91374209999998	1.0127827503293194	1.0
SAMEA7313243_45	Azov38	[1400:1700]	[-621:-321]	Russia	Rostov Oblast	64.6863136	97.7453061	47.6222451	40.7957942	Second Pandemic	1.PRE	1.PRE1	SAMEA7313243_45	KEEP: SRA Ancient Combined Record	1.0	Europe	1550.0	471.0	150.0	47.6222451	40.7957942	Human	#8000ff	2.0	POINT (40.7957942 47.6222451)	2.571940000000001e-05	2.571940000000001e-05	24.64489213449161	6.315675901450673	terminal	0.0	LOW	NA	Russia [1400:1700] Azov38	Rostov Oblast [1400:1700] Azov38	5.973361755033108e-08	[5.967607555212016e-09, 1.371948459517942e-07]	5.973361755033108e-08	0.2562671350714336	180.41175620956193	[85.77400917109645, 277.25897892652165]	1625	[1528, 1720]	NA	['NA', 'NA']	NA	NA	46.094970700000005	4.741214299999999	0.10285751846675974	0.0
SAMEA7313246_49	Gdansk8	[1400:1700]	[-621:-321]	Poland	Pomeranian Voivodeship	52.215933	19.134422	54.24556	18.1099	Second Pandemic	1.PRE	1.PRE1	SAMEA7313246_49	KEEP: SRA Ancient Combined Record	1.0	Europe	1550.0	471.0	150.0	54.24556	18.1099	Human	#8000ff	1.0	POINT (18.1099 54.24556)	7.9413e-06	7.9413e-06	11.854889128506727	2.3321598996156623	terminal	0.0	LOW	NA	Poland [1400:1700] Gdansk8	Pomeranian Voivodeship [1400:1700] Gdansk8	4.5855003424975184e-08	[3.3982563201426555e-09, 1.0946106913343063e-07]	4.5855003424975184e-08	0.19672557662371207	315.63026788073535	[241.8865444281414, 403.01159280751807]	1490	[1403, 1564]	NA	['NA', 'NA']	NA	NA	263.231842	192.0298157	0.7295083081172224	1.0
SAMEA6651390	AGU010	[1435:1477]	[-586:-544]	Lithuania	Vilnius County	55.35000030000001	23.7499997	54.82269205	25.24953400167952	Second Pandemic	1.PRE	1.PRE1	SAMEA6651390	KEEP: SRA Ancient	1.0	Europe	1456.0	565.0	21.0	54.82269205	25.24953400167952	Human	#8000ff	3.0	POINT (25.24953400167952 54.82269205)	7.7315e-06	7.7315e-06	3.9834644764958966	0.7872023552220231	terminal	0.0	LOW	NA	Lithuania [1435:1477] AGU010	Vilnius County [1435:1477] AGU010	4.6062906674469006e-08	[2.5714840689702106e-09, 1.124580881573185e-07]	4.6062906674469006e-08	0.19761751607598	330.60164152763116	[275.0760379321028, 408.3770342389383]	1475	[1397, 1531]	NA	['NA', 'NA']	NA	NA	119.687149	17.816825899999998	0.14886164512114827	0.0
SAMEA6637004	AGU025	[1441:1612]	[-580:-409]	Lithuania	Vilnius County	55.35000030000001	23.7499997	54.82269205	25.24953400167952	Second Pandemic	1.PRE	1.PRE1	SAMEA6637004	KEEP: SRA Ancient	1.0	Europe	1526.5	494.5	85.5	54.82269205	25.24953400167952	Human	#8000ff	3.0	POINT (25.24953400167952 54.82269205)	8.643900000000004e-06	8.643900000000004e-06	6.6708573185962905	1.1837758725172935	terminal	0.0	LOW	NA	Lithuania [1441:1612] AGU025	Vilnius County [1441:1612] AGU025	4.1363162442139184e-08	[1.9600120722444926e-09, 9.951470925045658e-08]	4.1363162442139184e-08	0.1774548331617425	302.8079550541132	[233.3708351903362, 389.15945068556795]	1503	[1417, 1572]	NA	['NA', 'NA']	NA	NA	66.6638718	7.968050999999999	0.11952577587910218	0.0
SAMEA6637002	AGU007B	[1463:1632]	[-558:-389]	Lithuania	Vilnius County	55.35000030000001	23.7499997	54.82269205	25.24953400167952	Second Pandemic	1.PRE	1.PRE1	SAMEA6637002	KEEP: SRA Ancient	1.0	Europe	1547.5	473.5	84.5	54.82269205	25.24953400167952	Human	#8000ff	3.0	POINT (25.24953400167952 54.82269205)	7.7315e-06	7.7315e-06	9.281005965278323	1.5706888962073202	terminal	0.0	LOW	NA	Lithuania [1463:1632] AGU007B	Vilnius County [1463:1632] AGU007B	3.944763989626533e-08	[1.3950237960707128e-09, 9.387923696649542e-08]	3.944763989626533e-08	0.16923692346320104	318.20415104396375	[243.3598121042334, 402.7907068329274]	1487	[1403, 1562]	NA	['NA', 'NA']	NA	NA	175.6778412	32.8849831	0.1871891348127518	0.0
D51	GrGC15	[1100:1560]	[-921:-461]	Denmark	Central Denmark Region	55.670249	10.333328300000002	56.23564835	9.234625027778005	Second Pandemic	1.PRE	1.PRE1	D51	KEEP: Local Ancient Denmark	1.0	Europe	1330.0	691.0	230.0	56.23564835	9.234625027778005	Human	#8000ff	4.0	POINT (9.234625027778005 56.23564835)	1.52052e-05	1.52052e-05	32.55063426311898	13.893647340544169	terminal	0.0	LOW	NA	Denmark [1100:1560] GrGC15	Central Denmark Region [1100:1560] GrGC15	9.949075325003766e-08	[1.3386993692311411e-08, 2.206385797006026e-07]	9.949075325003766e-08	0.42683184690770093	211.24764305438	[122.76237378156952, 310.59928545555397]	1594	[1495, 1683]	NA	['NA', 'NA']	NA	NA	2.1992552000000005	0.4600639	0.20919077513150813	NA
D62	G25A	[1100:1560]	[-921:-461]	Denmark	Region of Southern Denmark	55.670249	10.333328300000002	55.37842625	9.13180637450161	Second Pandemic	1.PRE	1.PRE1	D62	KEEP: Local Ancient Denmark	1.0	Europe	1330.0	691.0	230.0	55.37842625	9.13180637450161	Human	#8000ff	5.0	POINT (9.131806374501609 55.37842625)	1.0751999999999999e-06	1.0751999999999999e-06	30.19354850381586	7.465627616406487	terminal	0.0	LOW	NA	Denmark [1100:1560] G25A	Region of Southern Denmark [1100:1560] G25A	5.7633908186357534e-08	[5.53007032567952e-09, 1.334142902788624e-07]	5.7633908186357534e-08	0.2472590333482327	471.8695458716318	[402.6914348086336, 564.1281075111971]	1334	[1242, 1403]	NA	['NA', 'NA']	NA	NA	0.9534450999999999	1.4206603	1.4900284242899775	NA
D71	G16	[1100:1560]	[-921:-461]	Denmark	Region of Southern Denmark	55.670249	10.333328300000002	55.37842625	9.13180637450161	Second Pandemic	1.PRE	1.PRE1	D71	KEEP: Local Ancient Denmark	1.0	Europe	1330.0	691.0	230.0	55.37842625	9.13180637450161	Human	#8000ff	5.0	POINT (9.131806374501609 55.37842625)	1.7248e-06	1.7248e-06	19.85389311766465	5.889324888666273	terminal	0.0	LOW	NA	Denmark [1100:1560] G16	Region of Southern Denmark [1100:1560] G16	6.914260483596864e-08	[7.08426761204089e-09, 1.571829665191931e-07]	6.914260483596864e-08	0.29663325241870825	455.2374559672838	[382.66271767240636, 541.7865230976263]	1350	[1264, 1423]	NA	['NA', 'NA']	NA	NA	4.7011175000000005	6.719914900000001	1.4294292580434333	NA
D72	G207	[1100:1560]	[-921:-461]	Denmark	Region of Southern Denmark	55.670249	10.333328300000002	55.37842625	9.13180637450161	Second Pandemic	1.PRE	1.PRE1	D72	KEEP: Local Ancient Denmark	1.0	Europe	1330.0	691.0	230.0	55.37842625	9.13180637450161	Human	#8000ff	5.0	POINT (9.131806374501609 55.37842625)	1.1157200000000002e-05	1.1157200000000002e-05	28.99370935212022	12.146519713479837	terminal	0.0	LOW	NA	Denmark [1100:1560] G207	Region of Southern Denmark [1100:1560] G207	9.765038988642187e-08	[1.8439843863940507e-08, 2.1459785061886354e-07]	9.765038988642187e-08	0.418936382577471	292.50331111523786	[221.39779924273034, 379.15372560846356]	1513	[1427, 1584]	NA	['NA', 'NA']	NA	NA	1.6266295	0.3205538	0.19706626493617632	NA
D75	G861x1035	[1100:1560]	[-921:-461]	Denmark	Region of Southern Denmark	55.670249	10.333328300000002	55.37842625	9.13180637450161	Second Pandemic	1.PRE	1.PRE1	D75	KEEP: Local Ancient Denmark	1.0	Europe	1330.0	691.0	230.0	55.37842625	9.13180637450161	Human	#8000ff	5.0	POINT (9.131806374501609 55.37842625)	1.12633e-05	1.12633e-05	29.203898720467805	12.064746533868744	terminal	0.0	LOW	NA	Denmark [1100:1560] G861x1035	Region of Southern Denmark [1100:1560] G861x1035	9.629489677800803e-08	[1.6711053065048547e-08, 2.0769843193791785e-07]	9.629489677800803e-08	0.4131210921305196	280.27491365224165	[207.92238228858236, 369.29542714375174]	1525	[1436, 1598]	NA	['NA', 'NA']	NA	NA	4.1899443	0.943557	0.22519559508225445	NA
P187	A146x3011	[1100:1560]	[-921:-461]	Denmark	Central Denmark Region	55.670249	10.333328300000002	56.23564835	9.234625027778005	Second Pandemic	1.PRE	1.PRE1	P187	KEEP: Local Ancient Denmark	1.0	Europe	1330.0	691.0	230.0	56.23564835	9.234625027778005	Human	#8000ff	4.0	POINT (9.234625027778005 56.23564835)	6.9663e-06	6.9663e-06	21.844805093259367	5.94416233443246	terminal	0.0	LOW	NA	Denmark [1100:1560] A146x3011	Central Denmark Region [1100:1560] A146x3011	6.342615588310827e-08	[7.353168298358207e-09, 1.4702221599353197e-07]	6.342615588310827e-08	0.2721087374804111	372.2620832806085	[298.29388686868293, 454.6119154168234]	1433	[1351, 1507]	NA	['NA', 'NA']	NA	NA	116.1778412	25.4771042	0.21929400595541448	NA
P212	G371	[1100:1560]	[-921:-461]	Denmark	Central Denmark Region	55.670249	10.333328300000002	56.23564835	9.234625027778005	Second Pandemic	1.PRE	1.PRE1	P212	KEEP: Local Ancient Denmark	1.0	Europe	1330.0	691.0	230.0	56.23564835	9.234625027778005	Human	#8000ff	4.0	POINT (9.234625027778005 56.23564835)	9.2985e-06	9.2985e-06	31.64345968796732	13.01882734960818	terminal	0.0	LOW	NA	Denmark [1100:1560] G371	Central Denmark Region [1100:1560] G371	9.589894082549957e-08	[1.9033801977435873e-08, 2.0707301067924938e-07]	9.589894082549957e-08	0.4114223753655702	348.96030860533983	[282.01507058560145, 436.4563857271091]	1457	[1369, 1524]	NA	['NA', 'NA']	NA	NA	120.24208829999999	24.3876457	0.20282120881960766	NA
P387	A1480x1480	[1100:1560]	[-921:-461]	Denmark	Central Denmark Region	55.670249	10.333328300000002	56.23564835	9.234625027778005	Second Pandemic	1.PRE	1.PRE1	P387	KEEP: Local Ancient Denmark	1.0	Europe	1330.0	691.0	230.0	56.23564835	9.234625027778005	Human	#8000ff	4.0	POINT (9.234625027778005 56.23564835)	8.8612e-06	8.8612e-06	47.47245226690501	21.799782311535264	terminal	0.0	LOW	NA	Denmark [1100:1560] A1480x1480	Central Denmark Region [1100:1560] A1480x1480	1.0703760760571748e-07	[2.6992949974131474e-08, 2.3134116051632506e-07]	1.0703760760571748e-07	0.4592091048713905	377.14714814716973	[303.161256048723, 466.946583689105]	1429	[1339, 1503]	NA	['NA', 'NA']	NA	NA	125.1378021	115.33759309999999	0.9216846641419475	NA
R36	G25Bx98	[1100:1560]	[-921:-461]	Denmark	Region of Southern Denmark	55.670249	10.333328300000002	55.37842625	9.13180637450161	Second Pandemic	1.PRE	1.PRE1	R36	KEEP: Local Ancient Denmark	1.0	Europe	1330.0	691.0	230.0	55.37842625	9.13180637450161	Human	#8000ff	5.0	POINT (9.131806374501609 55.37842625)	3.1276e-06	3.1276e-06	29.174554579306122	10.465813394992596	terminal	0.0	LOW	NA	Denmark [1100:1560] G25Bx98	Region of Southern Denmark [1100:1560] G25Bx98	8.361701427776182e-08	[1.1883700759068446e-08, 1.8831915209198013e-07]	8.361701427776182e-08	0.3587308716759683	435.9465647189663	[357.8562715783014, 523.4786114769645]	1370	[1282, 1448]	NA	['NA', 'NA']	NA	NA	5.187151	8.8061771	1.6976905241432145	NA
NODE0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	internal	100.0	HIGH	*	NA	NA	1.0	[0, 0]	1.0	0.0	510.3170997277076	[445.10195396339486, 590.4245971667607]	1295	[1215, 1361]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.254005352259924	1.4125225997798625	internal	100.0	HIGH	*	NA	NA	3.9889313507578437e-08	[1.5679468629257726e-09, 9.538496771879171e-08]	3.9889313507578437e-08	0.17113177657355375	502.0630943754477	[439.2632149753316, 580.2516075730002]	1304	[1225, 1366]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2861126741917133	0.2130839223094554	internal	15.009443395178312	LOW	NA	NA	NA	3.86186926480064e-08	[2.3909630141257587e-09, 9.306589299430238e-08]	3.86186926480064e-08	0.16568060216292702	500.12955511687437	[439.6727011113837, 581.3665314938514]	1306	[1224, 1366]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0801401889207796	0.16408779947231206	internal	5.688256860348852	LOW	NA	NA	NA	3.540968545374599e-08	[4.2940914971669664e-09, 8.660440148114186e-08]	3.540968545374599e-08	0.1519134286043556	496.4269503859608	[431.9419091120095, 568.798297839538]	1309	[1237, 1374]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.0497133532505245	0.6642690325300918	internal	4.610598822353072	LOW	NA	NA	NA	3.066219093987545e-08	[1.641148085911315e-09, 6.899063331735769e-08]	3.066219093987545e-08	0.1315458890557617	483.8775415526417	[422.3889985129314, 561.8019558487695]	1322	[1244, 1383]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.593304190504	1.394857904413377	internal	13.242973002999667	LOW	NA	NA	NA	3.389125534332488e-08	[2.0776367430927272e-09, 8.08925428113106e-08]	3.389125534332488e-08	0.14539911137125072	471.18680259154473	[417.56590616192307, 545.9074360432702]	1334	[1260, 1388]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.348149556649332	1.1759464265254975	internal	21.5420508832352	LOW	NA	NA	NA	4.317837464010935e-08	[1.5629632251255043e-09, 9.746661731049857e-08]	4.317837464010935e-08	0.18524239481625934	476.64320891783774	[416.03460922571145, 555.3906612267872]	1329	[1250, 1390]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.207629517486849	2.5372908438764132	internal	81.02433062993	LOW	NA	NA	NA	4.477867898827673e-08	[3.6922727912564356e-09, 1.0668155449656372e-07]	4.477867898827673e-08	0.1921079661204192	474.65954721238404	[411.2826383976913, 553.3405636186826]	1331	[1252, 1394]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.970229786676043	1.9132817321164008	internal	99.91112098655705	HIGH	*	NA	NA	4.4730078510645124e-08	[3.1714261276909683e-09, 1.0252443716075404e-07]	4.4730078510645124e-08	0.19189946200370034	465.1232830439542	[405.19893927043756, 545.3043423427621]	1341	[1260, 1400]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.64519969039219	2.59417349746432	internal	99.85557160315521	HIGH	*	NA	NA	5.192517648477381e-08	[6.325936832937285e-09, 1.2008148833199414e-07]	5.192517648477381e-08	0.22276762669897607	453.46023808276567	[393.80629042699655, 531.1482813167438]	1352	[1275, 1412]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.56989458678197	2.1182615290715168	internal	99.7778024663926	HIGH	*	NA	NA	4.67126844770028e-08	[3.4997061580307352e-09, 1.0870154546978256e-07]	4.67126844770028e-08	0.2004051707119652	442.87090880325513	[385.20086621771225, 521.0352519341443]	1363	[1285, 1420]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.232873417834809	0.9026878086180586	internal	6.088212420842129	LOW	NA	NA	NA	4.0208998024651655e-08	[3.718467462862213e-09, 9.478980869651138e-08]	4.0208998024651655e-08	0.17250327621942765	485.1711508310901	[418.93223061000555, 560.9043447481863]	1321	[1245, 1387]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.469884458311874	5.972275011979624	internal	100.0	HIGH	*	NA	NA	5.4656110964699626e-08	[4.807698531555024e-09, 1.2097424215756786e-07]	5.4656110964699626e-08	0.23448378895298155	468.9940836361885	[405.4994919638774, 550.5782976363873]	1337	[1255, 1400]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.288461870728554	1.7950674422858883	internal	100.0	HIGH	*	NA	NA	4.504668853194515e-08	[3.1660238734062577e-09, 1.0285204453404488e-07]	4.504668853194515e-08	0.19325777155234095	459.70562176545997	[397.9168640720089, 544.0632598412594]	1346	[1262, 1408]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.086021351385114	10.93137866290704	internal	100.0	HIGH	*	NA	NA	7.262175139925394e-08	[1.6132530701501654e-08, 1.5030554729221686e-07]	7.262175139925394e-08	0.3115593687135317	424.61960041407485	[362.90199064771423, 507.63936513785814]	1381	[1298, 1443]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.51217721353089	1.0606027775070666	internal	49.55004999444507	LOW	NA	NA	NA	4.48492817097763e-08	[3.5371378001180082e-09, 1.0492109496166575e-07]	4.48492817097763e-08	0.19241086351570416	416.16535900264796	[352.8839864344713, 499.2656712605012]	1390	[1306, 1453]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.000534826676073	8.082981634159879	internal	100.0	HIGH	*	NA	NA	7.536126777463695e-08	[1.4808750855631023e-08, 1.684950682609173e-07]	7.536126777463695e-08	0.3233123487236431	394.1068883738679	[330.80855499572067, 476.49858242112833]	1412	[1329, 1475]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.503120080560794	2.840549706041534	internal	100.0	HIGH	*	NA	NA	4.903364368107797e-08	[4.326768846205684e-09, 1.1103915564659671e-07]	4.903364368107797e-08	0.21036247097667554	380.6037682933071	[317.63526720342924, 462.46752828182167]	1425	[1343, 1488]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.239742586875195	3.3293248451240607	internal	100.0	HIGH	*	NA	NA	4.7786248141955656e-08	[3.716960771260714e-09, 1.0838541629498752e-07]	4.7786248141955656e-08	0.2050109370461813	364.3640257064319	[304.07364490964414, 443.23232460743543]	1441	[1362, 1502]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.66147384353985	3.5108856829395934	internal	100.0	HIGH	*	NA	NA	5.58168035356772e-08	[6.390097976827794e-09, 1.2654962136277207e-07]	5.58168035356772e-08	0.23946335275744204	349.70255186289205	[292.7824219682287, 428.40985260143356]	1456	[1377, 1513]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	48.29871430065901	12.773024125427382	internal	100.0	HIGH	*	NA	NA	6.164304245732812e-08	[1.7173397450291154e-08, 1.1941366728013304e-07]	6.164304245732812e-08	0.2644588848869855	301.40383756223304	[234.12047567479223, 382.1699148464006]	1504	[1424, 1572]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29.39240384755016	7.239182648462346	internal	100.0	HIGH	*	NA	NA	5.740904618153671e-08	[8.101355925008034e-09, 1.214897085125956e-07]	5.740904618153671e-08	0.2462943380204586	272.01143371468294	[210.36439533249245, 349.95529800171187]	1534	[1456, 1595]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28.213156397183923	4.2815527360100685	internal	100.0	HIGH	*	NA	NA	3.53732956990984e-08	[2.986102725370182e-09, 8.352576984155758e-08]	3.53732956990984e-08	0.1517573105162182	243.79827731749896	[165.7748829436909, 330.91757214170104]	1562	[1475, 1640]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.669605491271795	1.8037740433897305	internal	100.0	HIGH	*	NA	NA	4.8496310642221644e-08	[2.5810791312332907e-09, 1.1428828959470016e-07]	4.8496310642221644e-08	0.20805722304269744	263.3418282234111	[203.1863031053037, 341.3612839716334]	1542	[1464, 1602]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6001761350445918	0.109491803996226	internal	11.020997666925897	LOW	NA	NA	NA	4.252347935155633e-08	[2.523476358260949e-09, 1.0479195196258772e-07]	4.252347935155633e-08	0.18243278531574905	258.99096767841354	[196.4248184348997, 329.9134194918915]	1547	[1476, 1609]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.343295411641922	4.064544569809284	internal	100.0	HIGH	*	NA	NA	4.657109911767006e-08	[3.286991139737395e-09, 1.1130088834922373e-07]	4.657109911767006e-08	0.19979774601725808	242.39835667672455	[180.10745324422976, 325.7626678309221]	1563	[1480, 1626]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5302981608139703	0.09394144679734986	internal	3.799577824686146	LOW	NA	NA	NA	4.129172505329977e-08	[2.3787708411468703e-09, 9.274642183297002e-08]	4.129172505329977e-08	0.17714835490501488	256.5997872397209	[195.5724768562834, 332.8855980418425]	1549	[1473, 1610]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
NODE27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.4980737769326415	0.7926579453176875	internal	7.099211198755692	LOW	NA	NA	NA	4.107571634026061e-08	[2.767412938636312e-09, 9.329393190068926e-08]	4.107571634026061e-08	0.1762216416686305	247.9585451034837	[185.50153287196673, 323.14267799107495]	1558	[1483, 1620]	NA	['NA', 'NA']	NA	NA	NA	NA	NA	NA
